date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,MarginPurchaseTodayBalance_delta,ShortSaleTodayBalance_delta
2025-07-03,2379,32,0,128215,23,2728,2719, ,0,0,0,128215,0,48,48,9,0
2025-07-04,2379,14,0,128215,66,2676,2728, ,0,0,0,128215,3,51,48,-52,3
2025-07-07,2379,32,0,128215,15,2693,2676, ,1,8,0,128215,2,45,51,17,-6
2025-07-08,2379,25,0,128215,68,2650,2693, ,0,3,0,128215,0,42,45,-43,-3
2025-07-09,2379,18,0,128215,143,2525,2650, ,0,0,0,128215,2,44,42,-125,2
2025-07-10,2379,7,0,128215,63,2469,2525, ,0,2,0,128215,0,42,44,-56,-2
2025-07-11,2379,20,1,128215,99,2389,2469, ,0,0,0,128215,1,43,42,-80,1
2025-07-14,2379,3,0,128215,10,2382,2389, ,0,0,0,128215,2,45,43,-7,2
2025-07-15,2379,57,1,128215,17,2421,2382, ,0,1,0,128215,0,44,45,39,-1
2025-07-16,2379,40,1,128215,39,2421,2421, ,0,0,0,128215,4,48,44,0,4
2025-07-17,2379,2,22,128215,12,2389,2421, ,0,0,0,128215,1,49,48,-32,1
2025-07-18,2379,3,0,128215,88,2304,2389, ,0,1,0,128215,0,48,49,-85,-1
2025-07-21,2379,58,0,128215,7,2355,2304, ,0,4,0,128215,0,44,48,51,-4
2025-07-22,2379,34,0,128215,138,2252,2356, ,0,0,0,128215,14,58,44,-104,14
2025-07-23,2379,62,22,128215,7,2285,2252, ,0,7,0,128215,0,51,58,33,-7
2025-07-24,2379,16,0,128215,7,2294,2285, ,0,1,0,128215,0,50,51,9,-1
2025-07-25,2379,17,0,128215,7,2304,2294, ,2,2,0,128215,0,48,50,10,-2
2025-07-28,2379,1,0,128215,16,2289,2304, ,0,0,0,128215,0,48,48,-15,0
2025-07-29,2379,14,0,128215,13,2290,2289, ,0,0,0,128215,0,48,48,1,0
2025-07-30,2379,4,0,128215,11,2283,2290, ,0,0,0,128215,1,49,48,-7,1
2025-07-31,2379,19,0,128215,5,2297,2283, ,0,0,0,128215,33,82,49,14,33
2025-08-01,2379,173,0,128215,19,2451,2297, ,0,38,0,128215,37,81,82,154,-1
2025-08-04,2379,29,0,128215,21,2459,2451, ,5,39,0,128215,1,43,81,8,-38
2025-08-05,2379,27,1,128215,51,2434,2459, ,2,6,0,128215,4,41,43,-25,-2
2025-08-06,2379,80,1,128215,11,2502,2434, ,0,6,0,128215,1,36,41,68,-5
2025-08-07,2379,56,23,128215,26,2509,2502, ,0,3,0,128215,1,34,36,7,-2
2025-08-08,2379,38,0,128215,46,2501,2509, ,0,4,0,128215,1,31,34,-8,-3
2025-08-11,2379,31,16,128215,18,2498,2501, ,0,1,0,128215,0,30,31,-3,-1
2025-08-12,2379,22,0,128215,24,2496,2498, ,2,0,0,128215,1,31,30,-2,1
2025-08-13,2379,27,5,128215,10,2508,2496, ,0,1,0,128215,1,31,31,12,0
2025-08-14,2379,78,5,128215,39,2542,2508, ,0,1,0,128215,3,33,31,34,2
2025-08-15,2379,64,1,128215,25,2580,2542, ,0,4,0,128215,0,29,33,38,-4
2025-08-18,2379,16,1,128215,17,2578,2580, ,1,0,0,128215,3,32,29,-2,3
2025-08-19,2379,24,0,128215,8,2594,2578, ,0,6,0,128215,0,26,32,16,-6
2025-08-20,2379,35,0,128215,29,2600,2594, ,0,2,0,128215,2,26,26,6,0
2025-08-21,2379,47,2,128215,18,2627,2600, ,0,0,0,128215,5,31,26,27,5
2025-08-22,2379,10,0,128215,6,2631,2627, ,0,1,0,128215,0,30,31,4,-1
2025-08-25,2379,18,3,128215,28,2618,2631, ,0,5,0,128215,4,29,30,-13,-1
2025-08-26,2379,42,2,128215,35,2623,2618, ,0,1,0,128215,2,30,29,5,1
2025-08-27,2379,10,0,128215,16,2617,2623, ,0,2,1,128215,0,27,30,-6,-3
2025-08-28,2379,62,0,128215,16,2663,2617, ,0,0,0,128215,1,28,27,46,1
2025-08-29,2379,80,1,128215,25,2717,2663, ,0,10,0,128215,1,19,28,54,-9
2025-09-01,2379,26,21,128215,21,2701,2717, ,0,9,0,128215,3,13,19,-16,-6
2025-09-02,2379,13,0,128215,110,2604,2701, ,0,0,0,128215,1,14,13,-97,1
2025-09-03,2379,11,15,128215,4,2596,2604,X ,0,4,0,128215,0,10,14,-8,-4
2025-09-04,2379,36,0,128215,7,2625,2596,X ,0,10,0,128215,0,0,10,29,-10
2025-09-05,2379,26,1,128215,35,2615,2625,X ,0,0,0,128215,0,0,0,-10,0
2025-09-08,2379,11,0,128215,38,2588,2615,X ,0,0,0,128215,0,0,0,-27,0
2025-09-09,2379,99,2,128215,44,2641,2588, ,0,0,0,128215,0,0,0,53,0
2025-09-10,2379,89,10,128215,32,2688,2641, ,10,0,0,128215,20,20,0,47,20
2025-09-11,2379,45,1,128215,79,2653,2688, ,3,0,0,128215,2,22,20,-35,2
2025-09-12,2379,61,4,128215,15,2695,2653, ,0,21,0,128215,0,1,22,42,-21
2025-09-15,2379,17,1,128215,14,2697,2695, ,0,1,0,128215,2,2,1,2,1
2025-09-16,2379,40,1,128215,89,2647,2697, ,0,1,0,128215,9,10,2,-50,8
2025-09-17,2379,10,0,128215,26,2631,2647, ,0,3,0,128215,1,8,10,-16,-2
2025-09-18,2379,34,16,128215,39,2610,2631, ,0,1,0,128215,1,8,8,-21,0
2025-09-19,2379,34,2,128215,35,2607,2610, ,0,0,0,128215,1,9,8,-3,1
2024-09-23,2383,172,0,86162,237,7804,7869, ,0,18,2,86162,2,128,146,-65,-18
2024-09-24,2383,375,2,86162,131,8046,7804, ,2,22,0,86162,5,111,128,242,-17
2024-09-25,2383,239,1,86162,285,7999,8046, ,1,8,0,86162,27,130,111,-47,19
2024-09-26,2383,466,1,86162,249,8215,7999, ,1,22,0,86162,71,179,130,216,49
2024-09-27,2383,327,1,86162,389,8152,8215, ,1,3,0,86162,18,194,179,-63,15
2024-09-30,2383,569,4,86162,370,8347,8152, ,4,35,0,86162,5,164,194,195,-30
2024-10-01,2383,589,0,86162,313,8623,8347, ,9,21,0,86162,13,156,164,276,-8
2024-10-04,2383,1316,11,86162,218,9710,8623, ,4,37,0,86162,10,129,156,1087,-27
2024-10-07,2383,227,3,86162,633,9301,9710, ,6,13,0,86162,32,148,129,-409,19
2024-10-08,2383,265,0,86162,728,8838,9301, ,1,11,0,86162,15,152,148,-463,4
2024-10-09,2383,693,0,86162,853,8678,8838, ,4,87,0,86162,14,79,152,-160,-73
2024-10-11,2383,359,5,86162,290,8742,8678, ,3,23,0,86162,6,62,79,64,-17
2024-10-14,2383,283,2,86305,147,8876,8742, ,4,4,0,86305,3,61,62,134,-1
2024-10-15,2383,474,1,86305,178,9171,8876, ,2,3,0,86305,1,59,61,295,-2
2024-10-16,2383,304,3,86305,62,9410,9171, ,7,4,1,86305,14,68,59,239,9
2024-10-17,2383,354,1,86305,585,9178,9410, ,1,2,0,86305,19,85,68,-232,17
2024-10-18,2383,718,4,86305,269,9623,9178, ,1,13,0,86305,21,93,85,445,8
2024-10-21,2383,248,2,86305,623,9246,9623, ,0,3,0,86305,27,117,93,-377,24
2024-10-22,2383,372,1,86305,572,9045,9246, ,0,11,0,86305,27,133,117,-201,16
2024-10-23,2383,363,0,86305,763,8645,9045, ,5,6,3,86305,13,137,133,-400,4
2024-10-24,2383,1516,1,86305,333,9827,8645, ,2,23,3,86305,261,372,137,1182,235
2024-10-25,2383,306,4,86305,189,9940,9827, ,2,1,13,86305,3,361,372,113,-11
2024-10-28,2383,321,2,86305,291,9968,9940, ,0,1,4,86305,19,375,361,28,14
2024-10-29,2383,487,1,86305,191,10263,9968, ,0,38,0,86305,3,340,375,295,-35
2024-10-30,2383,129,2,86305,145,10245,10263, ,0,14,0,86305,22,348,340,-18,8
2024-11-01,2383,182,2,86305,407,10018,10245, ,3,12,0,86305,28,364,348,-227,16
2024-11-04,2383,30,2,86305,243,9803,10018, ,1,1,4,86305,28,387,364,-215,23
2024-11-05,2383,225,0,86305,312,9716,9803, ,0,2,4,86305,7,388,387,-87,1
2024-11-06,2383,208,0,86305,664,9260,9716, ,3,2,14,86305,18,390,388,-456,2
2024-11-07,2383,166,0,86305,587,8839,9260, ,0,3,26,86305,10,371,390,-421,-19
2024-11-08,2383,120,6,86305,278,8675,8839, ,0,9,10,86305,6,358,371,-164,-13
2024-11-11,2383,94,0,86305,177,8592,8675, ,1,2,58,86305,7,305,358,-83,-53
2024-11-12,2383,123,5,86305,200,8510,8592, ,3,214,3,86305,2,90,305,-82,-215
2024-11-13,2383,228,0,86305,405,8333,8510, ,2,1,0,86305,38,127,90,-177,37
2024-11-14,2383,216,1,86318,291,8257,8333, ,2,8,0,86318,31,150,127,-76,23
2024-11-15,2383,131,2,86318,276,8110,8257, ,2,3,2,86318,13,158,150,-147,8
2024-11-18,2383,501,0,86318,239,8372,8110, ,3,35,10,86318,20,133,158,262,-25
2024-11-19,2383,142,1,86318,127,8386,8372, ,0,7,14,86318,10,122,133,14,-11
2024-11-20,2383,292,0,86318,645,8033,8386, ,2,2,12,86318,59,167,122,-353,45
2024-11-21,2383,602,1,86318,1089,7545,8033, ,8,11,0,86318,224,380,167,-488,213
2024-11-22,2383,794,0,86318,901,7438,7545, ,14,8,0,86318,120,492,380,-107,112
2024-11-25,2383,618,0,86318,214,7842,7438, ,6,31,3,86318,72,530,492,404,38
2024-11-26,2383,676,0,86318,168,8350,7842, ,3,98,43,86318,109,498,530,508,-32
2024-11-27,2383,150,0,86318,622,7878,8350, ,2,7,44,86318,11,458,498,-472,-40
2024-11-28,2383,421,0,86318,300,7999,7878, ,6,32,34,86318,23,415,458,121,-43
2024-11-29,2383,208,1,86318,176,8030,7999, ,8,110,23,86318,27,309,415,31,-106
2024-12-02,2383,977,1,86318,1630,7376,8030, ,9,4,0,86318,232,537,309,-654,228
2024-12-03,2383,689,2,86318,615,7448,7376, ,7,5,1,86318,48,579,537,72,42
2024-12-04,2383,639,2,86318,1134,6951,7448, ,6,7,14,86318,131,689,579,-497,110
2024-12-05,2383,459,1,86318,272,7137,6951, ,1,60,6,86318,9,632,689,186,-57
2024-12-06,2383,415,0,86318,533,7019,7137, ,1,8,5,86318,103,722,632,-118,90
2024-12-09,2383,1373,0,86318,571,7821,7019, ,17,7,4,86318,98,809,722,802,87
2024-12-10,2383,312,2,86318,544,7587,7821, ,5,12,5,86318,76,868,809,-234,59
2024-12-11,2383,742,1,86318,1104,7224,7587, ,7,36,0,86318,122,954,868,-363,86
2024-12-12,2383,364,1,86318,332,7255,7224, ,10,17,9,86318,24,952,954,31,-2
2024-12-13,2383,413,0,86397,624,7044,7255, ,16,21,7,86397,196,1120,952,-211,168
2024-12-16,2383,280,0,86397,648,6676,7044, ,4,27,11,86397,84,1166,1120,-368,46
2024-12-17,2383,399,0,86397,806,6269,6676, ,6,121,9,86397,246,1282,1166,-407,116
2024-12-18,2383,475,0,86397,557,6187,6269, ,6,41,4,86397,175,1412,1282,-82,130
2024-12-19,2383,389,0,86397,482,6094,6187, ,2,54,0,86397,76,1434,1412,-93,22
2024-12-20,2383,436,0,86397,620,5910,6094, ,3,189,0,86397,20,1265,1434,-184,-169
2024-12-23,2383,214,0,86397,519,5605,5910, ,10,10,0,86397,91,1346,1265,-305,81
2024-12-24,2383,325,0,86397,264,5666,5605, ,5,90,0,86397,32,1288,1346,61,-58
2024-12-25,2383,504,2,86397,404,5764,5666, ,3,52,3,86397,17,1250,1288,98,-38
2024-12-26,2383,336,0,86397,415,5685,5764, ,0,21,3,86397,49,1275,1250,-79,25
2024-12-27,2383,574,1,86397,709,5549,5685, ,3,18,1,86397,108,1364,1275,-136,89
2024-12-30,2383,170,0,86397,388,5331,5549, ,7,58,0,86397,54,1360,1364,-218,-4
2024-12-31,2383,236,1,86397,262,5304,5331, ,8,7,0,86397,5,1358,1360,-27,-2
2025-01-02,2383,453,200,86397,365,5192,5304, ,3,163,0,86397,7,1202,1358,-112,-156
2025-01-03,2383,66,4,86397,199,5055,5192, ,0,8,0,86397,22,1216,1202,-137,14
2025-01-06,2383,270,0,86397,254,5071,5055, ,1,6,2,86397,49,1257,1216,16,41
2025-01-07,2383,607,0,86397,286,5392,5071, ,3,172,0,86397,21,1106,1257,321,-151
2025-01-08,2383,356,3,86397,574,5171,5392, ,2,47,0,86397,39,1098,1106,-221,-8
2025-01-09,2383,316,0,86397,416,5071,5171, ,2,59,0,86397,27,1066,1098,-100,-32
2025-01-10,2383,104,1,86397,507,4667,5071, ,2,25,0,86397,67,1108,1066,-404,42
2025-01-13,2383,306,1,86397,257,4715,4667, ,6,163,2,86397,48,991,1108,48,-117
2025-01-14,2383,271,2,86658,111,4873,4715, ,1,59,0,86658,62,994,991,158,3
2025-01-15,2383,117,1,86658,226,4763,4873, ,0,31,0,86658,13,976,994,-110,-18
2025-01-16,2383,226,0,86658,312,4677,4763, ,5,51,2,86658,20,943,976,-86,-33
2025-01-17,2383,171,1,86658,152,4695,4677, ,2,6,0,86658,85,1022,943,18,79
2025-01-20,2383,67,2,86658,114,4646,4695, ,0,168,0,86658,7,861,1022,-49,-161
2025-01-21,2383,211,12,86658,148,4697,4646, ,1,98,4,86658,16,775,861,51,-86
2025-01-22,2383,133,4,86658,262,4564,4697, ,1,15,2,86658,27,785,775,-133,10
2025-02-03,2383,556,2,86658,378,4740,4564, ,0,188,5,86658,38,630,785,176,-155
2025-02-04,2383,341,0,86658,162,4919,4740, ,0,95,0,86658,3,538,630,179,-92
2025-02-05,2383,306,0,86658,428,4797,4919, ,2,6,0,86658,83,615,538,-122,77
2025-02-06,2383,188,1,86658,741,4243,4797, ,1,3,0,86658,136,748,615,-554,133
2025-02-07,2383,275,1,86658,382,4135,4243, ,1,2,0,86658,118,864,748,-108,116
2025-02-10,2383,169,0,86658,164,4140,4135, ,1,72,24,86658,11,779,864,5,-85
2025-02-11,2383,196,1,86658,213,4122,4140, ,1,9,38,86658,23,755,779,-18,-24
2025-02-12,2383,542,2,86658,291,4371,4122, ,2,103,34,86658,1,619,755,249,-136
2025-02-13,2383,142,0,86658,125,4388,4371, ,0,18,0,86658,10,611,619,17,-8
2025-02-14,2383,137,2,86662,39,4484,4388, ,2,32,0,86662,2,581,611,96,-30
2025-02-17,2383,201,0,86662,46,4639,4484, ,1,12,0,86662,2,571,581,155,-10
2025-02-18,2383,147,2,86662,355,4429,4639, ,0,3,0,86662,18,586,571,-210,15
2025-02-19,2383,159,2,86662,297,4289,4429, ,0,15,0,86662,2,573,586,-140,-13
2025-02-20,2383,184,1,86662,158,4314,4289, ,0,56,0,86662,1,518,573,25,-55
2025-02-21,2383,157,16,86662,154,4301,4314, ,0,16,0,86662,3,505,518,-13,-13
2025-02-24,2383,428,0,86662,185,4544,4301, ,6,54,0,86662,13,464,505,243,-41
2025-02-25,2383,505,1,86662,241,4807,4544, ,1,59,0,86662,6,411,464,263,-53
2025-02-26,2383,760,0,86662,1444,4123,4807, ,8,40,0,86662,192,563,411,-684,152
2025-02-27,2383,430,0,86662,970,3583,4123, ,6,149,0,86662,11,425,563,-540,-138
2025-03-03,2383,244,0,86662,214,3613,3583, ,3,90,3,86662,9,341,425,30,-84
2025-03-04,2383,617,6,86662,130,4094,3613, ,2,98,10,86662,6,239,341,481,-102
2025-03-05,2383,300,2,86662,203,4189,4094, ,0,34,0,86662,1,206,239,95,-33
2025-03-06,2383,326,1,86662,197,4317,4189,X ,3,77,0,86662,2,131,206,128,-75
2025-03-07,2383,537,0,86662,274,4580,4317,X ,0,130,0,86662,0,1,131,263,-130
2025-03-10,2383,199,0,86662,169,4610,4580,X ,0,0,1,86662,0,0,1,30,-1
2025-03-11,2383,312,0,86662,296,4626,4610,X ,0,0,0,86662,0,0,0,16,0
2025-03-12,2383,348,0,86662,251,4723,4626, ,0,0,0,86662,0,0,0,97,0
2025-03-13,2383,145,0,86662,251,4617,4723, ,74,0,0,86662,211,211,0,-106,211
2025-03-14,2383,126,0,86674,83,4660,4617, ,94,16,0,86674,61,256,211,43,45
2025-03-17,2383,185,0,86674,73,4772,4660, ,0,0,0,86674,72,328,256,112,72
2025-03-18,2383,351,0,86674,372,4751,4772, ,1,14,0,86674,136,450,328,-21,122
2025-03-19,2383,337,0,86674,402,4686,4751, ,1,102,0,86674,16,364,450,-65,-86
2025-03-20,2383,369,0,86674,240,4815,4686, ,1,25,0,86674,28,367,364,129,3
2025-03-21,2383,161,0,86674,261,4715,4815, ,2,15,0,86674,86,438,367,-100,71
2025-03-24,2383,192,0,86674,403,4504,4715, ,18,20,0,86674,94,512,438,-211,74
2025-03-25,2383,158,0,86674,263,4399,4504, ,3,9,0,86674,60,563,512,-105,51
2025-03-26,2383,91,0,86674,176,4314,4399, ,10,41,0,86674,24,546,563,-85,-17
2025-03-27,2383,158,0,86674,94,4378,4314, ,4,79,0,86674,24,491,546,64,-55
2025-03-28,2383,96,0,86674,94,4380,4378, ,5,56,0,86674,40,475,491,2,-16
2025-03-31,2383,293,0,86674,565,4108,4380, ,2,110,0,86674,52,417,475,-272,-58
2025-04-01,2383,299,0,86674,139,4268,4108, ,1,128,0,86674,58,347,417,160,-70
2025-04-02,2383,442,4,86674,109,4597,4268, ,1,73,0,86674,104,378,347,329,31
2025-04-07,2383,11,41,86674,246,4321,4597, ,0,0,0,86674,12,390,378,-276,12
2025-04-08,2383,543,23,86674,813,4028,4321, ,0,137,0,86674,40,293,390,-293,-97
2025-04-09,2383,312,10,86674,580,3750,4028, ,1,75,0,86674,94,312,293,-278,19
2025-04-10,2383,145,8,86674,40,3847,3750, ,0,9,0,86674,1,304,312,97,-8
2025-04-11,2383,531,2,86674,575,3801,3847, ,10,20,0,86674,307,591,304,-46,287
2025-04-14,2383,340,13,86693,503,3625,3801, ,4,21,0,86693,170,740,591,-176,149
2025-04-15,2383,253,0,86693,239,3639,3625, ,0,25,50,86693,110,775,740,14,35
2025-04-16,2383,315,0,86693,239,3715,3639, ,12,86,0,86693,35,724,775,76,-51
2025-04-17,2383,335,0,86693,45,4005,3715, ,3,18,0,86693,15,721,724,290,-3
2025-04-18,2383,129,2,86693,128,4004,4005, ,8,12,0,86693,45,754,721,-1,33
2025-04-21,2383,91,4,86693,126,3965,4004, ,9,20,0,86693,53,787,754,-39,33
2025-04-22,2383,133,0,86693,274,3824,3965, ,1,99,0,86693,18,706,787,-141,-81
2025-04-23,2383,231,0,86693,131,3924,3824, ,3,29,0,86693,26,703,706,100,-3
2025-04-24,2383,78,2,86693,102,3898,3924, ,0,24,40,86693,12,651,703,-26,-52
2025-04-25,2383,516,1,86693,657,3756,3898, ,18,30,0,86693,164,785,651,-142,134
2025-04-28,2383,307,0,86693,472,3591,3756, ,0,78,0,86693,1,708,785,-165,-77
2025-04-29,2383,135,0,86693,221,3505,3591, ,1,17,0,86693,14,705,708,-86,-3
2025-04-30,2383,224,1,86693,47,3681,3505, ,0,24,0,86693,69,750,705,176,45
2025-05-02,2383,318,1,86693,835,3163,3681, ,9,83,0,86693,133,800,750,-518,50
2025-05-05,2383,438,0,86693,328,3273,3163, ,2,12,0,86693,254,1042,800,110,242
2025-05-06,2383,499,1,86693,189,3582,3273, ,2,50,0,86693,88,1080,1042,309,38
2025-05-07,2383,199,0,86693,259,3522,3582, ,0,32,0,86693,88,1136,1080,-60,56
2025-05-08,2383,739,0,86693,1325,2936,3522, ,3,35,1,86693,337,1437,1136,-586,301
2025-05-09,2383,308,1,86693,320,2923,2936, ,5,75,0,86693,109,1471,1437,-13,34
2025-05-12,2383,276,0,86693,435,2764,2923, ,0,53,0,86693,16,1434,1471,-159,-37
2025-05-13,2383,359,14,86693,637,2472,2764, ,3,103,16,86693,4,1319,1434,-292,-115
2025-05-14,2383,361,0,86693,362,2471,2472, ,5,33,1,86693,22,1307,1319,-1,-12
2025-05-15,2383,171,1,86693,155,2486,2471, ,1,22,6,86693,2,1281,1307,15,-26
2025-05-16,2383,262,0,86693,163,2585,2486, ,20,24,7,86693,15,1265,1281,99,-16
2025-05-19,2383,152,1,86693,226,2510,2585, ,0,71,0,86693,18,1212,1265,-75,-53
2025-05-20,2383,87,0,86693,88,2509,2510, ,0,5,44,86693,14,1177,1212,-1,-35
2025-05-21,2383,748,0,86693,478,2779,2509, ,4,38,48,86693,97,1188,1177,270,11
2025-05-22,2383,179,1,86693,264,2693,2779, ,1,8,28,86693,30,1182,1188,-86,-6
2025-05-23,2383,251,0,86693,423,2521,2693, ,1,23,230,86693,3,932,1182,-172,-250
2025-05-26,2383,189,3,86693,142,2565,2521, ,0,20,57,86693,13,868,932,44,-64
2025-05-27,2383,170,0,86693,167,2568,2565, ,3,27,15,86693,18,844,868,3,-24
2025-05-28,2383,262,0,86693,200,2630,2568, ,2,21,0,86693,15,838,844,62,-6
2025-05-29,2383,506,3,86693,263,2870,2630, ,32,27,4,86693,79,886,838,240,48
2025-06-02,2383,267,0,86693,322,2815,2870, ,8,16,0,86693,153,1023,886,-55,137
2025-06-03,2383,339,0,86693,337,2817,2815, ,1,42,0,86693,44,1025,1023,2,2
2025-06-04,2383,364,0,86693,266,2915,2817, ,1,14,4,86693,13,1020,1025,98,-5
2025-06-05,2383,132,1,86693,178,2868,2915, ,0,25,10,86693,4,989,1020,-47,-31
2025-06-06,2383,171,0,86693,262,2777,2868, ,2,5,16,86693,7,975,989,-91,-14
2025-06-09,2383,289,7,86693,361,2698,2777, ,6,29,9,86693,94,1031,975,-79,56
2025-06-10,2383,367,0,86693,460,2605,2698, ,21,36,52,86693,168,1111,1031,-93,80
2025-06-11,2383,507,4,86693,270,2838,2605, ,2,12,154,86693,71,1016,1111,233,-95
2025-06-12,2383,404,1,86693,450,2791,2838, ,2,20,16,86693,60,1040,1016,-47,24
2025-06-13,2383,224,2,86971,193,2820,2791, ,2,16,25,86971,52,1051,1040,29,11
2025-06-16,2383,211,0,86971,224,2807,2820, ,0,8,156,86971,21,908,1051,-13,-143
2025-06-17,2383,627,2,86971,454,2978,2807, ,6,11,69,86971,89,917,908,171,9
2025-06-18,2383,556,1,86971,400,3133,2978, ,1,37,36,86971,107,951,917,155,34
2025-06-19,2383,109,0,86971,239,3003,3133, ,0,9,19,86971,85,1008,951,-130,57
2025-06-20,2383,192,4,86971,234,2957,3003, ,1,30,11,86971,291,1258,1008,-46,250
2025-06-23,2383,156,5,86971,130,2978,2957, ,0,48,59,86971,55,1206,1258,21,-52
2025-06-24,2383,251,1,86971,447,2781,2978, ,1,33,48,86971,54,1179,1206,-197,-27
2025-06-25,2383,277,4,86971,254,2800,2781, ,2,16,53,86971,47,1157,1179,19,-22
2025-06-26,2383,215,0,86971,171,2844,2800, ,0,16,98,86971,3,1046,1157,44,-111
2025-06-27,2383,248,0,86971,257,2835,2844, ,1,6,37,86971,13,1016,1046,-9,-30
2025-06-30,2383,506,1,86971,581,2759,2835, ,2,9,113,86971,47,941,1016,-76,-75
2025-07-01,2383,228,2,86971,382,2603,2759, ,1,0,37,86971,36,940,941,-156,-1
2025-07-02,2383,132,3,86971,237,2495,2603, ,1,2,34,86971,20,924,940,-108,-16
2025-07-03,2383,517,0,86971,196,2816,2495, ,4,15,4,86971,55,960,924,321,36
2025-07-04,2383,578,3,86971,316,3075,2816, ,6,8,8,86971,45,989,960,259,29
2025-07-07,2383,103,0,86971,572,2606,3075, ,1,21,59,86971,9,918,989,-469,-71
2025-07-08,2383,495,0,86971,305,2796,2606, ,6,7,19,86971,127,1019,918,190,101
2025-07-09,2383,253,0,86971,384,2665,2796, ,1,11,24,86971,17,1001,1019,-131,-18
2025-07-10,2383,505,1,86971,271,2898,2665, ,7,12,16,86971,28,1001,1001,233,0
2025-07-11,2383,191,1,86971,379,2709,2898, ,1,10,57,86971,51,985,1001,-189,-16
2025-07-14,2383,192,0,88118,213,2688,2709, ,1,14,51,88118,26,946,985,-21,-39
2025-07-15,2383,378,3,88118,315,2748,2688, ,5,38,3,88118,62,967,946,60,21
2025-07-16,2383,525,0,88118,383,2890,2748, ,7,9,32,88118,29,955,967,142,-12
2025-07-17,2383,238,0,88118,252,2876,2890, ,1,26,71,88118,5,863,955,-14,-92
2025-07-18,2383,723,7,88118,474,3118,2876, ,7,18,74,88118,49,820,863,242,-43
2025-07-21,2383,201,2,88118,151,3166,3118, ,0,10,64,88118,1,747,820,48,-73
2025-07-22,2383,174,1,88118,381,2959,3167, ,4,12,41,88118,14,708,747,-208,-39
2025-07-23,2383,196,0,88118,62,3093,2959, ,0,6,11,88118,4,695,708,134,-13
2025-07-24,2383,140,0,88118,96,3137,3093, ,2,6,0,88118,26,715,695,44,20
2025-07-25,2383,103,0,88118,86,3154,3137, ,0,6,2,88118,9,716,715,17,1
2025-07-28,2383,163,0,88118,332,2985,3154, ,0,4,0,88118,25,737,716,-169,21
2025-07-29,2383,120,1,88118,255,2849,2985, ,0,48,25,88118,4,668,737,-136,-69
2025-07-30,2383,171,0,88118,199,2821,2849, ,0,4,18,88118,7,653,668,-28,-15
2025-07-31,2383,186,0,88118,419,2588,2821, ,1,10,1,88118,60,702,653,-233,49
2025-08-01,2383,387,0,88118,219,2756,2588, ,8,15,5,88118,39,721,702,168,19
2025-08-04,2383,198,0,88118,415,2539,2756, ,0,6,2,88118,6,719,721,-217,-2
2025-08-05,2383,209,1,88118,185,2562,2539, ,0,24,67,88118,31,659,719,23,-60
2025-08-06,2383,123,1,88118,112,2572,2562, ,0,28,7,88118,8,632,659,10,-27
2025-08-07,2383,304,1,88118,178,2697,2572, ,3,11,2,88118,13,632,632,125,0
2025-08-08,2383,136,21,88118,174,2638,2697, ,0,14,60,88118,6,564,632,-59,-68
2025-08-11,2383,174,3,88118,166,2643,2638, ,2,14,7,88118,2,545,564,5,-19
2025-08-12,2383,97,0,88118,148,2592,2643, ,1,6,1,88118,6,544,545,-51,-1
2025-08-13,2383,160,1,88118,247,2504,2592, ,1,27,1,88118,4,520,544,-88,-24
2025-08-14,2383,156,0,88796,57,2603,2504, ,1,26,2,88796,8,500,520,99,-20
2025-08-15,2383,373,0,88796,211,2765,2603, ,0,73,27,88796,20,420,500,162,-80
2025-08-18,2383,473,0,88796,205,3033,2765, ,0,42,0,88796,1,379,420,268,-41
2025-08-19,2383,408,0,88796,277,3164,3033, ,4,57,4,88796,2,320,379,131,-59
2025-08-20,2383,230,0,88796,230,3164,3164, ,0,34,0,88796,59,345,320,0,25
2025-08-21,2383,435,0,88796,114,3485,3164,X ,5,94,34,88796,6,223,345,321,-122
2025-08-22,2383,134,1,88796,161,3457,3485,X ,0,126,92,88796,0,5,223,-28,-218
2025-08-25,2383,200,1,88796,232,3424,3457,X ,0,0,5,88796,0,0,5,-33,-5
2025-08-26,2383,193,0,88796,104,3513,3424,X ,0,0,0,88796,0,0,0,89,0
2025-08-27,2383,152,1,88796,193,3471,3513, ,0,0,0,88796,0,0,0,-42,0
2025-08-28,2383,115,0,88796,93,3493,3471, ,42,0,0,88796,9,9,0,22,9
2025-08-29,2383,166,0,88796,187,3472,3493, ,36,3,0,88796,70,76,9,-21,67
2025-09-01,2383,166,3,88796,160,3475,3472, ,6,4,0,88796,24,96,76,3,20
2025-09-02,2383,185,1,88796,88,3571,3475, ,0,11,0,88796,29,114,96,96,18
2025-09-03,2383,39,1,88796,111,3498,3571, ,0,4,0,88796,38,148,114,-73,34
2025-09-04,2383,309,1,88796,197,3609,3498, ,9,15,0,88796,39,172,148,111,24
2025-09-05,2383,416,0,88796,144,3881,3609, ,3,4,0,88796,26,194,172,272,22
