date,stock_id,buy_Dealer_Hedging,buy_Dealer_self,buy_Foreign_Dealer_Self,buy_Foreign_Investor,buy_Investment_Trust,net_Dealer_Hedging,net_Dealer_self,net_Foreign_Dealer_Self,net_Foreign_Investor,net_Investment_Trust,sell_Dealer_Hedging,sell_Dealer_self,sell_Foreign_Dealer_Self,sell_Foreign_Investor,sell_Investment_Trust,net_Dealer_Hedging_5d,net_Dealer_Hedging_20d,net_Dealer_self_5d,net_Dealer_self_20d,net_Foreign_Dealer_Self_5d,net_Foreign_Dealer_Self_20d,net_Foreign_Investor_5d,net_Foreign_Investor_20d,net_Investment_Trust_5d,net_Investment_Trust_20d
2025-06-25,1313,0,0,0,361000,0,0,-14000,0,71000,0,0,14000,0,290000,0,0.0,0.0,-14000.0,-14000.0,0.0,0.0,71000.0,71000.0,0.0,0.0
2025-06-26,1313,0,36000,0,587021,0,0,19000,0,296021,0,0,17000,0,291000,0,0.0,0.0,5000.0,5000.0,0.0,0.0,367021.0,367021.0,0.0,0.0
2025-06-27,1313,0,15000,0,425000,0,0,-12000,0,129000,0,0,27000,0,296000,0,0.0,0.0,-7000.0,-7000.0,0.0,0.0,496021.0,496021.0,0.0,0.0
2025-06-30,1313,0,37000,0,202000,0,0,13000,0,-110000,0,0,24000,0,312000,0,0.0,0.0,6000.0,6000.0,0.0,0.0,386021.0,386021.0,0.0,0.0
2025-07-01,1313,0,94000,0,581218,0,0,94000,0,336218,0,0,0,0,245000,0,0.0,0.0,100000.0,100000.0,0.0,0.0,722239.0,722239.0,0.0,0.0
2025-07-02,1313,0,1000,0,558818,0,0,-28000,0,306818,0,0,29000,0,252000,0,0.0,0.0,86000.0,72000.0,0.0,0.0,958057.0,1029057.0,0.0,0.0
2025-07-03,1313,0,0,0,879000,0,0,-14000,0,626000,0,0,14000,0,253000,0,0.0,0.0,53000.0,58000.0,0.0,0.0,1288036.0,1655057.0,0.0,0.0
2025-07-04,1313,0,0,0,412000,0,0,0,0,327000,0,0,0,0,85000,0,0.0,0.0,65000.0,58000.0,0.0,0.0,1486036.0,1982057.0,0.0,0.0
2025-07-07,1313,0,2000,0,527000,0,0,2000,0,333000,0,0,0,0,194000,0,0.0,0.0,54000.0,60000.0,0.0,0.0,1929036.0,2315057.0,0.0,0.0
2025-07-08,1313,0,18000,0,682000,0,0,-17000,0,367000,0,0,35000,0,315000,0,0.0,0.0,-57000.0,43000.0,0.0,0.0,1959818.0,2682057.0,0.0,0.0
2025-07-09,1313,0,0,0,313000,0,0,-17000,0,18000,0,0,17000,0,295000,0,0.0,0.0,-46000.0,26000.0,0.0,0.0,1671000.0,2700057.0,0.0,0.0
2025-07-10,1313,0,0,0,265000,0,0,-24000,0,81000,0,0,24000,0,184000,0,0.0,0.0,-56000.0,2000.0,0.0,0.0,1126000.0,2781057.0,0.0,0.0
2025-07-11,1313,0,0,0,577000,0,0,-68000,0,398000,0,0,68000,0,179000,0,0.0,0.0,-124000.0,-66000.0,0.0,0.0,1197000.0,3179057.0,0.0,0.0
2025-07-14,1313,0,10000,0,1794000,0,0,-11000,0,-275000,0,0,21000,0,2069000,0,0.0,0.0,-137000.0,-77000.0,0.0,0.0,589000.0,2904057.0,0.0,0.0
2025-07-15,1313,0,72924,0,5066000,0,0,40924,0,316000,0,0,32000,0,4750000,0,0.0,0.0,-79076.0,-36076.0,0.0,0.0,538000.0,3220057.0,0.0,0.0
2025-07-16,1313,0,32000,0,4482000,0,0,-32924,0,2899000,0,0,64924,0,1583000,0,0.0,0.0,-95000.0,-69000.0,0.0,0.0,3419000.0,6119057.0,0.0,0.0
2025-07-17,1313,0,22000,0,5137949,0,0,-1000,0,2629949,0,0,23000,0,2508000,0,0.0,0.0,-72000.0,-70000.0,0.0,0.0,5967949.0,8749006.0,0.0,0.0
2025-07-18,1313,0,41000,0,1852000,0,0,38000,0,243000,0,0,3000,0,1609000,0,0.0,0.0,34000.0,-32000.0,0.0,0.0,5812949.0,8992006.0,0.0,0.0
2025-07-21,1313,0,0,0,739000,0,0,0,0,-382000,0,0,0,0,1121000,0,0.0,0.0,45000.0,-32000.0,0.0,0.0,5705949.0,8610006.0,0.0,0.0
2025-07-22,1313,0,54000,0,3596000,0,0,44000,0,2630000,0,0,10000,0,966000,0,0.0,0.0,48076.0,12000.0,0.0,0.0,8019949.0,11240006.0,0.0,0.0
2025-07-23,1313,0,111012,0,2484000,0,0,98012,0,255000,0,0,13000,0,2229000,0,0.0,0.0,179012.0,124012.0,0.0,0.0,5375949.0,11424006.0,0.0,0.0
2025-07-24,1313,0,0,0,1096000,0,0,-12,0,-817000,0,0,12,0,1913000,0,0.0,0.0,180000.0,105000.0,0.0,0.0,1929000.0,10310985.0,0.0,0.0
2025-07-25,1313,0,0,0,912000,0,0,-17000,0,-382000,0,0,17000,0,1294000,0,0.0,0.0,125000.0,100000.0,0.0,0.0,1304000.0,9799985.0,0.0,0.0
2025-07-28,1313,0,10228,0,2974000,0,0,9228,0,1532000,0,0,1000,0,1442000,0,0.0,0.0,134228.0,96228.0,0.0,0.0,3218000.0,11441985.0,0.0,0.0
2025-07-29,1313,0,65000,0,1527000,0,0,58000,0,-547000,0,0,7000,0,2074000,0,0.0,0.0,148228.0,60228.0,0.0,0.0,41000.0,10558767.0,0.0,0.0
2025-07-30,1313,0,50000,0,1539000,0,0,22000,0,-1516000,0,0,28000,0,3055000,0,0.0,0.0,72216.0,110228.0,0.0,0.0,-1730000.0,8735949.0,0.0,0.0
2025-07-31,1313,0,57000,0,1247000,0,0,44000,0,-52000,0,0,13000,0,1299000,0,0.0,0.0,116228.0,168228.0,0.0,0.0,-965000.0,8057949.0,0.0,0.0
2025-08-01,1313,0,47000,0,1716000,0,0,47000,0,275000,0,0,0,0,1441000,0,0.0,0.0,180228.0,215228.0,0.0,0.0,-308000.0,8005949.0,0.0,0.0
2025-08-04,1313,0,26000,0,2238000,0,0,-30000,0,38000,0,0,56000,0,2200000,0,0.0,0.0,141000.0,183228.0,0.0,0.0,-1802000.0,7710949.0,0.0,0.0
2025-08-05,1313,0,39000,0,982000,0,0,-7000,0,-303000,0,0,46000,0,1285000,0,0.0,0.0,76000.0,193228.0,0.0,0.0,-1558000.0,7040949.0,0.0,0.0
2025-08-06,1313,0,0,0,1560386,0,0,0,0,905386,0,0,0,0,655000,0,0.0,0.0,54000.0,210228.0,0.0,0.0,863386.0,7928335.0,0.0,0.0
2025-08-07,1313,0,74000,0,822999,0,0,74000,0,118999,0,0,0,0,704000,0,0.0,0.0,84000.0,308228.0,0.0,0.0,1034385.0,7966334.0,0.0,0.0
2025-08-08,1313,0,0,0,650000,0,0,-78000,0,-165000,0,0,78000,0,815000,0,0.0,0.0,-41000.0,298228.0,0.0,0.0,594385.0,7403334.0,0.0,0.0
2025-08-11,1313,0,9000,0,1408000,0,0,9000,0,937000,0,0,0,0,471000,0,0.0,0.0,-2000.0,318228.0,0.0,0.0,1493385.0,8615334.0,0.0,0.0
2025-08-12,1313,0,51000,0,2583875,0,0,51000,0,1516875,0,0,0,0,1067000,0,0.0,0.0,56000.0,328304.0,0.0,0.0,3313260.0,9816209.0,0.0,0.0
2025-08-13,1313,0,13000,0,1932278,0,0,-7000,0,881278,0,0,20000,0,1051000,0,0.0,0.0,49000.0,354228.0,0.0,0.0,3289152.0,7798487.0,0.0,0.0
2025-08-14,1313,0,20000,0,1118996,0,0,20000,0,337996,0,0,0,0,781000,0,0.0,0.0,-5000.0,375228.0,0.0,0.0,3508149.0,5506534.0,0.0,0.0
2025-08-15,1313,0,40000,0,1358000,0,0,23000,0,637000,0,0,17000,0,721000,0,0.0,0.0,96000.0,360228.0,0.0,0.0,4310149.0,5900534.0,0.0,0.0
2025-08-18,1313,0,75282,0,4591640,0,0,65078,0,464640,0,0,10204,0,4127000,0,0.0,0.0,152078.0,425306.0,0.0,0.0,3837789.0,6747174.0,0.0,0.0
2025-08-19,1313,0,88000,0,1074695,0,0,69718,0,-2085305,0,0,18282,0,3160000,0,0.0,0.0,170796.0,451024.0,0.0,0.0,235609.0,2031869.0,0.0,0.0
2025-08-20,1313,0,28000,0,1544999,0,0,4000,0,759499,0,0,24000,0,785500,0,0.0,0.0,181796.0,357012.0,0.0,0.0,113830.0,2536368.0,0.0,0.0
2025-08-21,1313,0,41000,0,1964000,0,0,41000,0,-118000,0,0,0,0,2082000,0,0.0,0.0,202796.0,398024.0,0.0,0.0,-342166.0,3235368.0,0.0,0.0
2025-08-22,1313,0,3000,0,1167000,0,0,-8000,0,165000,0,0,11000,0,1002000,0,0.0,0.0,171796.0,407024.0,0.0,0.0,-814166.0,3782368.0,0.0,0.0
2025-08-25,1313,0,0,0,756000,0,0,-8000,0,-397000,0,0,8000,0,1153000,0,0.0,0.0,98718.0,389796.0,0.0,0.0,-1675806.0,1853368.0,0.0,0.0
2025-08-26,1313,0,0,0,732000,0,0,0,0,-195000,0,0,0,0,927000,0,0.0,0.0,29000.0,331796.0,0.0,0.0,214499.0,2205368.0,0.0,0.0
2025-08-27,1313,0,0,0,582000,0,0,0,0,-111000,0,0,0,0,693000,0,0.0,0.0,25000.0,309796.0,0.0,0.0,-656000.0,3610368.0,0.0,0.0
2025-08-28,1313,0,26000,0,343000,0,0,0,0,-170000,0,0,26000,0,513000,0,0.0,0.0,-16000.0,265796.0,0.0,0.0,-708000.0,3492368.0,0.0,0.0
2025-08-29,1313,0,35000,0,1421000,0,0,35000,0,517000,0,0,0,0,904000,0,0.0,0.0,27000.0,253796.0,0.0,0.0,-356000.0,3734368.0,0.0,0.0
2025-09-01,1313,0,10000,0,971000,0,0,2000,0,615000,0,0,8000,0,356000,0,0.0,0.0,37000.0,285796.0,0.0,0.0,656000.0,4311368.0,0.0,0.0
2025-09-02,1313,0,3000,0,1056000,0,0,-14000,0,-360500,0,0,17000,0,1416500,0,0.0,0.0,23000.0,278796.0,0.0,0.0,490500.0,4253868.0,0.0,0.0
2025-09-03,1313,0,0,0,389000,0,0,0,0,-1422000,0,0,0,0,1811000,0,0.0,0.0,23000.0,278796.0,0.0,0.0,-820500.0,1926482.0,0.0,0.0
2025-09-04,1313,0,5000,0,695000,0,0,5000,0,-177000,0,0,0,0,872000,0,0.0,0.0,28000.0,209796.0,0.0,0.0,-827500.0,1630483.0,0.0,0.0
2025-09-05,1313,0,13000,0,392000,0,0,13000,0,-219000,0,0,0,0,611000,0,0.0,0.0,6000.0,300796.0,0.0,0.0,-1563500.0,1576483.0,0.0,0.0
2025-09-08,1313,0,0,0,1028000,0,0,0,0,600000,0,0,0,0,428000,0,0.0,0.0,4000.0,291796.0,0.0,0.0,-1578500.0,1239483.0,0.0,0.0
2025-09-09,1313,0,49000,0,372000,0,0,49000,0,-63000,0,0,0,0,435000,0,0.0,0.0,67000.0,289796.0,0.0,0.0,-1281000.0,-340392.0,0.0,0.0
2025-09-10,1313,0,22000,0,541000,0,0,-156000,0,-72000,0,0,178000,0,613000,0,0.0,0.0,-89000.0,140796.0,0.0,0.0,69000.0,-1293670.0,0.0,0.0
2025-09-11,1313,0,27000,0,516000,0,0,-234000,0,-119000,0,0,261000,0,635000,0,0.0,0.0,-328000.0,-113204.0,0.0,0.0,127000.0,-1750666.0,0.0,0.0
2025-09-12,1313,0,37000,0,396000,0,0,37000,0,269000,0,0,0,0,127000,0,0.0,0.0,-304000.0,-99204.0,0.0,0.0,615000.0,-2118666.0,0.0,0.0
2025-09-15,1313,0,12000,0,352000,0,0,12000,0,88000,0,0,0,0,264000,0,0.0,0.0,-292000.0,-152282.0,0.0,0.0,103000.0,-2495306.0,0.0,0.0
2025-09-16,1313,0,0,0,180000,0,0,0,0,-281383,0,0,0,0,461383,0,0.0,0.0,-341000.0,-222000.0,0.0,0.0,-115383.0,-691384.0,0.0,0.0
2025-09-17,1313,0,30000,0,177000,0,0,30000,0,-10000,0,0,0,0,187000,0,0.0,0.0,-155000.0,-196000.0,0.0,0.0,-53383.0,-1460883.0,0.0,0.0
2025-09-18,1313,0,30000,0,1044000,0,0,14000,0,488000,0,0,16000,0,556000,0,0.0,0.0,93000.0,-223000.0,0.0,0.0,553617.0,-854883.0,0.0,0.0
2025-09-19,1313,0,112000,0,937000,0,0,71000,0,-297000,0,0,41000,0,1234000,0,0.0,0.0,127000.0,-144000.0,0.0,0.0,-12383.0,-1316883.0,0.0,0.0
2025-09-22,1313,0,14000,0,842000,0,0,14000,0,256000,0,0,0,0,586000,0,0.0,0.0,129000.0,-122000.0,0.0,0.0,155617.0,-663883.0,0.0,0.0
2025-09-23,1313,0,22,0,3130000,0,0,-15128,0,1789000,0,0,15150,0,1341000,0,0.0,0.0,113872.0,-137128.0,0.0,0.0,2226000.0,1320117.0,0.0,0.0
2025-06-25,1316,0,0,0,546000,0,0,-4000,0,-241000,0,0,4000,0,787000,0,0.0,0.0,-4000.0,-4000.0,0.0,0.0,-241000.0,-241000.0,0.0,0.0
2025-06-26,1316,0,25000,0,1154518,0,0,24000,0,-111067,0,0,1000,0,1265585,0,0.0,0.0,20000.0,20000.0,0.0,0.0,-352067.0,-352067.0,0.0,0.0
2025-06-27,1316,0,17000,0,575920,0,0,11000,0,-931080,0,0,6000,0,1507000,0,0.0,0.0,31000.0,31000.0,0.0,0.0,-1283147.0,-1283147.0,0.0,0.0
2025-06-30,1316,0,0,0,283000,0,0,-32000,0,4000,0,0,32000,0,279000,0,0.0,0.0,-1000.0,-1000.0,0.0,0.0,-1279147.0,-1279147.0,0.0,0.0
2025-07-01,1316,0,17000,0,398000,0,0,-10000,0,304000,0,0,27000,0,94000,0,0.0,0.0,-11000.0,-11000.0,0.0,0.0,-975147.0,-975147.0,0.0,0.0
2025-07-02,1316,0,15000,0,547000,0,0,15000,0,451000,0,0,0,0,96000,0,0.0,0.0,8000.0,4000.0,0.0,0.0,-283147.0,-524147.0,0.0,0.0
2025-07-03,1316,0,15000,0,946000,0,0,15000,0,663000,0,0,0,0,283000,0,0.0,0.0,-1000.0,19000.0,0.0,0.0,490920.0,138853.0,0.0,0.0
2025-07-04,1316,0,6000,0,214000,0,0,5000,0,-264000,0,0,1000,0,478000,0,0.0,0.0,-7000.0,24000.0,0.0,0.0,1158000.0,-125147.0,0.0,0.0
2025-07-07,1316,0,52000,0,977000,0,0,52000,0,-181000,0,0,0,0,1158000,0,0.0,0.0,77000.0,76000.0,0.0,0.0,973000.0,-306147.0,0.0,0.0
2025-07-08,1316,0,20000,0,392000,0,0,-31000,0,-299000,0,0,51000,0,691000,0,0.0,0.0,56000.0,45000.0,0.0,0.0,370000.0,-605147.0,0.0,0.0
2025-07-09,1316,0,19000,0,586000,0,0,19000,0,182000,0,0,0,0,404000,0,0.0,0.0,60000.0,64000.0,0.0,0.0,101000.0,-423147.0,0.0,0.0
2025-07-10,1316,0,37000,0,427000,0,0,-3000,0,99000,0,0,40000,0,328000,0,0.0,0.0,42000.0,61000.0,0.0,0.0,-463000.0,-324147.0,0.0,0.0
2025-07-11,1316,0,125000,0,2953000,0,0,109000,0,1380000,0,0,16000,0,1573000,0,0.0,0.0,146000.0,170000.0,0.0,0.0,1181000.0,1055853.0,0.0,0.0
2025-07-14,1316,0,0,0,1348000,0,0,-36000,0,463000,0,0,36000,0,885000,0,0.0,0.0,58000.0,134000.0,0.0,0.0,1825000.0,1518853.0,0.0,0.0
2025-07-15,1316,0,19000,0,1501000,0,0,19000,0,-431000,0,0,0,0,1932000,0,0.0,0.0,108000.0,153000.0,0.0,0.0,1693000.0,1087853.0,0.0,0.0
2025-07-16,1316,0,69000,0,4462000,0,0,59000,0,2788000,0,0,10000,0,1674000,0,0.0,0.0,148000.0,212000.0,0.0,0.0,4299000.0,3875853.0,0.0,0.0
2025-07-17,1316,0,24000,0,1591158,0,0,-2000,0,494158,0,0,26000,0,1097000,0,0.0,0.0,149000.0,210000.0,0.0,0.0,4694158.0,4370011.0,0.0,0.0
2025-07-18,1316,0,38000,0,845000,0,0,38000,0,-1015500,0,0,0,0,1860500,0,0.0,0.0,78000.0,248000.0,0.0,0.0,2298658.0,3354511.0,0.0,0.0
2025-07-21,1316,0,0,0,1052000,0,0,-11000,0,598500,0,0,11000,0,453500,0,0.0,0.0,103000.0,237000.0,0.0,0.0,2434158.0,3953011.0,0.0,0.0
2025-07-22,1316,0,25000,0,930000,0,0,25000,0,193000,0,0,0,0,737000,0,0.0,0.0,109000.0,262000.0,0.0,0.0,3058158.0,4146011.0,0.0,0.0
2025-07-23,1316,0,22000,0,864000,0,0,-13000,0,434000,0,0,35000,0,430000,0,0.0,0.0,37000.0,253000.0,0.0,0.0,704158.0,4821011.0,0.0,0.0
2025-07-24,1316,0,0,0,493000,0,0,0,0,-130000,0,0,0,0,623000,0,0.0,0.0,39000.0,229000.0,0.0,0.0,80000.0,4802078.0,0.0,0.0
2025-07-25,1316,0,0,0,209000,0,0,-13000,0,-227000,0,0,13000,0,436000,0,0.0,0.0,-12000.0,205000.0,0.0,0.0,868500.0,5506158.0,0.0,0.0
2025-07-28,1316,0,46000,0,384000,0,0,38000,0,193000,0,0,8000,0,191000,0,0.0,0.0,37000.0,275000.0,0.0,0.0,463000.0,5695158.0,0.0,0.0
2025-07-29,1316,0,62000,0,793000,0,0,25000,0,-83000,0,0,37000,0,876000,0,0.0,0.0,37000.0,310000.0,0.0,0.0,187000.0,5308158.0,0.0,0.0
2025-07-30,1316,0,13000,0,1054000,0,0,-29000,0,644000,0,0,42000,0,410000,0,0.0,0.0,21000.0,266000.0,0.0,0.0,397000.0,5501158.0,0.0,0.0
2025-07-31,1316,0,42239,0,385000,0,0,42239,0,-343000,0,0,0,0,728000,0,0.0,0.0,63239.0,293239.0,0.0,0.0,184000.0,4495158.0,0.0,0.0
2025-08-01,1316,0,6000,0,1501000,0,0,-12000,0,1055000,0,0,18000,0,446000,0,0.0,0.0,64239.0,276239.0,0.0,0.0,1466000.0,5814158.0,0.0,0.0
2025-08-04,1316,0,0,0,1057000,0,0,-7615,0,570000,0,0,7615,0,487000,0,0.0,0.0,18624.0,216624.0,0.0,0.0,1843000.0,6565158.0,0.0,0.0
2025-08-05,1316,0,16292,0,137000,0,0,14292,0,-427000,0,0,2000,0,564000,0,0.0,0.0,7916.0,261916.0,0.0,0.0,1499000.0,6437158.0,0.0,0.0
2025-08-06,1316,0,1000,0,399000,0,0,1000,0,-139702,0,0,0,0,538702,0,0.0,0.0,37916.0,243916.0,0.0,0.0,715298.0,6115456.0,0.0,0.0
2025-08-07,1316,0,36000,0,360000,0,0,28000,0,-1728000,0,0,8000,0,2088000,0,0.0,0.0,23677.0,274916.0,0.0,0.0,-669702.0,4288456.0,0.0,0.0
2025-08-08,1316,0,6000,0,174000,0,0,-49000,0,-1098000,0,0,55000,0,1272000,0,0.0,0.0,-13323.0,116916.0,0.0,0.0,-2822702.0,1810456.0,0.0,0.0
2025-08-11,1316,0,10000,0,1016000,0,0,-100000,0,-1003000,0,0,110000,0,2019000,0,0.0,0.0,-105708.0,52916.0,0.0,0.0,-4395702.0,344456.0,0.0,0.0
2025-08-13,1316,0,45622,0,3300000,0,0,-185378,0,-1271000,0,0,231000,0,4571000,0,0.0,0.0,-305378.0,-151462.0,0.0,0.0,-5239702.0,-495544.0,0.0,0.0
2025-08-14,1316,0,0,0,985000,0,0,-148621,0,-2734000,0,0,148621,0,3719000,0,0.0,0.0,-454999.0,-359083.0,0.0,0.0,-7834000.0,-6017544.0,0.0,0.0
2025-08-15,1316,0,3000,0,417000,0,0,-128000,0,-692136,0,0,131000,0,1109136,0,0.0,0.0,-610999.0,-485083.0,0.0,0.0,-6798136.0,-7203838.0,0.0,0.0
2025-08-18,1316,0,8000,0,902000,0,0,2116,0,-295000,0,0,5884,0,1197000,0,0.0,0.0,-559883.0,-520967.0,0.0,0.0,-5995136.0,-6483338.0,0.0,0.0
2025-08-19,1316,0,12000,0,1025498,0,0,10914,0,142498,0,0,1086,0,883000,0,0.0,0.0,-448969.0,-499053.0,0.0,0.0,-4849638.0,-6939340.0,0.0,0.0
2025-08-20,1316,0,1000,0,666000,0,0,-974,0,-229000,0,0,1974,0,895000,0,0.0,0.0,-264565.0,-525027.0,0.0,0.0,-3807638.0,-7361340.0,0.0,0.0
2025-08-21,1316,0,1000,0,783000,0,0,164,0,247000,0,0,836,0,536000,0,0.0,0.0,-115780.0,-511863.0,0.0,0.0,-826638.0,-7548340.0,0.0,0.0
2025-08-22,1316,0,1000,0,542000,0,0,731,0,118000,0,0,269,0,424000,0,0.0,0.0,12951.0,-511132.0,0.0,0.0,-16502.0,-7300340.0,0.0,0.0
2025-08-25,1316,0,0,0,1306916,0,0,0,0,748916,0,0,0,0,558000,0,0.0,0.0,10835.0,-498132.0,0.0,0.0,1027414.0,-6324424.0,0.0,0.0
2025-08-26,1316,0,0,0,470183,0,0,-556,0,-148817,0,0,556,0,619000,0,0.0,0.0,-635.0,-536688.0,0.0,0.0,736099.0,-6666241.0,0.0,0.0
2025-08-27,1316,0,12000,0,1017000,0,0,570,0,60000,0,0,11430,0,957000,0,0.0,0.0,909.0,-561118.0,0.0,0.0,1025099.0,-6523241.0,0.0,0.0
2025-08-28,1316,0,1000,0,812000,0,0,-2391,0,310000,0,0,3391,0,502000,0,0.0,0.0,-1646.0,-534509.0,0.0,0.0,1088099.0,-6857241.0,0.0,0.0
2025-08-29,1316,0,0,0,555000,0,0,-254,0,-259000,0,0,254,0,814000,0,0.0,0.0,-2631.0,-577002.0,0.0,0.0,711099.0,-6773241.0,0.0,0.0
2025-09-01,1316,0,6000,0,1482000,0,0,488,0,801000,0,0,5512,0,681000,0,0.0,0.0,-2143.0,-564514.0,0.0,0.0,763183.0,-7027241.0,0.0,0.0
2025-09-02,1316,0,0,0,1327270,0,0,-3475,0,866030,0,0,3475,0,461240,0,0.0,0.0,-5062.0,-560374.0,0.0,0.0,1778030.0,-6731211.0,0.0,0.0
2025-09-03,1316,0,0,0,2252000,0,0,0,0,764000,0,0,0,0,1488000,0,0.0,0.0,-5632.0,-574666.0,0.0,0.0,2482030.0,-5540211.0,0.0,0.0
2025-09-04,1316,0,136445,0,8161000,0,0,136445,0,4871764,0,0,0,0,3289236,0,0.0,0.0,133204.0,-439221.0,0.0,0.0,7043794.0,-528745.0,0.0,0.0
2025-09-05,1316,0,7000,0,14670320,0,0,-23530,0,2908120,0,0,30530,0,11762200,0,0.0,0.0,109928.0,-490751.0,0.0,0.0,10210914.0,4107375.0,0.0,0.0
2025-09-08,1316,0,2000,0,2936136,0,0,-8528,0,157136,0,0,10528,0,2779000,0,0.0,0.0,100912.0,-450279.0,0.0,0.0,9567050.0,5362511.0,0.0,0.0
2025-09-09,1316,0,0,0,1533000,0,0,-30473,0,-215000,0,0,30473,0,1748000,0,0.0,0.0,73914.0,-380752.0,0.0,0.0,8486020.0,6150511.0,0.0,0.0
2025-09-10,1316,0,1000,0,1464000,0,0,-43972,0,629000,0,0,44972,0,835000,0,0.0,0.0,29942.0,-239346.0,0.0,0.0,8351020.0,8050511.0,0.0,0.0
2025-09-11,1316,0,2000,0,1834000,0,0,-24176,0,-727000,0,0,26176,0,2561000,0,0.0,0.0,-130679.0,-114901.0,0.0,0.0,2752256.0,10057511.0,0.0,0.0
2025-09-12,1316,0,0,0,1716000,0,0,-13000,0,241000,0,0,13000,0,1475000,0,0.0,0.0,-120149.0,99.0,0.0,0.0,85136.0,10990647.0,0.0,0.0
2025-09-15,1316,0,0,0,1289000,0,0,0,0,-102000,0,0,0,0,1391000,0,0.0,0.0,-111621.0,-2017.0,0.0,0.0,-174000.0,11183647.0,0.0,0.0
2025-09-16,1316,0,0,0,1474000,0,0,0,0,-627485,0,0,0,0,2101485,0,0.0,0.0,-81148.0,-12931.0,0.0,0.0,-586485.0,10413664.0,0.0,0.0
2025-09-17,1316,0,1000,0,2887000,0,0,1000,0,1538200,0,0,0,0,1348800,0,0.0,0.0,-36176.0,-10957.0,0.0,0.0,322715.0,12180864.0,0.0,0.0
2025-09-18,1316,0,12000,0,934000,0,0,12000,0,54000,0,0,0,0,880000,0,0.0,0.0,0.0,879.0,0.0,0.0,1103715.0,11987864.0,0.0,0.0
2025-09-19,1316,0,1000,0,2289000,0,0,-532,0,415000,0,0,1532,0,1874000,0,0.0,0.0,12468.0,-384.0,0.0,0.0,1277715.0,12284864.0,0.0,0.0
2025-09-22,1316,0,0,0,1849000,0,0,-10198,0,615000,0,0,10198,0,1234000,0,0.0,0.0,2270.0,-10582.0,0.0,0.0,1994715.0,12150948.0,0.0,0.0
2025-09-23,1316,0,0,0,2907000,0,0,-2000,0,1233000,0,0,2000,0,1674000,0,0.0,0.0,270.0,-12026.0,0.0,0.0,3855200.0,13532765.0,0.0,0.0
2025-06-25,1414,0,0,0,40000,0,0,0,0,-51000,0,0,0,0,91000,0,0.0,0.0,0.0,0.0,0.0,0.0,-51000.0,-51000.0,0.0,0.0
2025-06-26,1414,0,0,0,82000,0,0,-14000,0,66000,0,0,14000,0,16000,0,0.0,0.0,-14000.0,-14000.0,0.0,0.0,15000.0,15000.0,0.0,0.0
2025-06-27,1414,0,0,0,208600,0,0,-17000,0,184600,0,0,17000,0,24000,0,0.0,0.0,-31000.0,-31000.0,0.0,0.0,199600.0,199600.0,0.0,0.0
2025-06-30,1414,0,0,0,13000,0,0,-3000,0,-47000,0,0,3000,0,60000,0,0.0,0.0,-34000.0,-34000.0,0.0,0.0,152600.0,152600.0,0.0,0.0
2025-07-01,1414,0,1000,0,38000,0,0,1000,0,5000,0,0,0,0,33000,0,0.0,0.0,-33000.0,-33000.0,0.0,0.0,157600.0,157600.0,0.0,0.0
2025-07-02,1414,0,0,0,11000,0,0,0,0,-10000,0,0,0,0,21000,0,0.0,0.0,-33000.0,-33000.0,0.0,0.0,198600.0,147600.0,0.0,0.0
2025-07-03,1414,0,0,0,349000,0,0,-15356,0,239000,0,0,15356,0,110000,0,0.0,0.0,-34356.0,-48356.0,0.0,0.0,371600.0,386600.0,0.0,0.0
2025-07-04,1414,0,1000,0,31000,0,0,-3000,0,-75000,0,0,4000,0,106000,0,0.0,0.0,-20356.0,-51356.0,0.0,0.0,112000.0,311600.0,0.0,0.0
2025-07-07,1414,0,1000,0,76000,0,0,-7000,0,-13000,0,0,8000,0,89000,0,0.0,0.0,-24356.0,-58356.0,0.0,0.0,146000.0,298600.0,0.0,0.0
2025-07-08,1414,0,0,0,30000,0,0,0,0,-107000,0,0,0,0,137000,0,0.0,0.0,-25356.0,-58356.0,0.0,0.0,34000.0,191600.0,0.0,0.0
2025-07-09,1414,0,0,0,16000,0,0,-1000,0,-37000,0,0,1000,0,53000,0,0.0,0.0,-26356.0,-59356.0,0.0,0.0,7000.0,154600.0,0.0,0.0
2025-07-10,1414,0,2000,0,212000,0,0,2000,0,84000,0,0,0,0,128000,0,0.0,0.0,-9000.0,-57356.0,0.0,0.0,-148000.0,238600.0,0.0,0.0
2025-07-11,1414,0,0,0,57000,0,0,-2000,0,-31000,0,0,2000,0,88000,0,0.0,0.0,-8000.0,-59356.0,0.0,0.0,-104000.0,207600.0,0.0,0.0
2025-07-14,1414,0,0,0,16000,0,0,0,0,-40000,0,0,0,0,56000,0,0.0,0.0,-1000.0,-59356.0,0.0,0.0,-131000.0,167600.0,0.0,0.0
2025-07-15,1414,0,7000,0,28000,0,0,7000,0,-87000,0,0,0,0,115000,0,0.0,0.0,6000.0,-52356.0,0.0,0.0,-111000.0,80600.0,0.0,0.0
2025-07-16,1414,0,0,0,156000,0,0,-3000,0,102000,0,0,3000,0,54000,0,0.0,0.0,4000.0,-55356.0,0.0,0.0,28000.0,182600.0,0.0,0.0
2025-07-17,1414,0,4000,0,277000,0,0,4000,0,160000,0,0,0,0,117000,0,0.0,0.0,6000.0,-51356.0,0.0,0.0,104000.0,342600.0,0.0,0.0
