date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2023-07-17,5469,5529,5,132110,733,12519,7728,X ,0,0,0,132110,0,0,0
2023-07-18,5469,2481,0,132110,5537,9463,12519, ,0,0,0,132110,0,0,0
2023-07-19,5469,1045,0,132110,780,9728,9463, ,73,0,0,132110,20,20,0
2023-07-20,5469,788,0,132110,473,10043,9728, ,14,2,0,132110,17,35,20
2023-07-21,5469,298,2,132110,315,10024,10043, ,5,13,0,132110,9,31,35
2023-07-24,5469,647,0,132110,665,10006,10024, ,3,5,0,132110,19,45,31
2023-07-25,5469,991,0,132110,1045,9952,10006, ,12,15,0,132110,99,129,45
2023-07-26,5469,644,10,132110,516,10070,9952, ,3,102,0,132110,8,35,129
2023-07-27,5469,220,0,132110,230,10060,10070, ,1,0,0,132110,8,43,35
2023-07-28,5469,205,0,132110,250,10015,10060, ,1,14,0,132110,5,34,43
2023-07-31,5469,629,0,132110,634,10010,10015, ,4,0,0,132110,4,38,34
2023-08-01,5469,302,2,132110,176,10134,10010, ,5,3,0,132110,11,46,38
2023-08-02,5469,228,0,132110,528,9834,10134, ,6,5,0,132110,3,44,46
2023-08-04,5469,248,4,132110,185,9893,9834, ,2,9,0,132110,3,38,44
2023-08-07,5469,155,0,132110,514,9534,9893, ,0,10,0,132110,21,49,38
2023-08-08,5469,484,0,132110,459,9559,9534, ,8,3,0,132110,14,60,49
2023-08-09,5469,1001,0,132110,814,9746,9559, ,19,1,0,132110,82,141,60
2023-08-10,5469,702,0,132110,492,9956,9746, ,12,68,0,132110,31,104,141
2023-08-11,5469,424,0,132110,771,9609,9956, ,9,26,0,132110,8,86,104
2023-08-14,5469,223,0,132110,325,9507,9609, ,0,14,0,132110,6,78,86
2023-08-15,5469,1217,35,132110,640,10049,9507, ,4,8,0,132110,25,95,78
2023-08-16,5469,483,0,132110,272,10260,10049, ,7,15,0,132110,12,92,95
2023-08-17,5469,2161,6,132110,560,11855,10260, ,16,1,0,132110,33,124,92
2023-08-18,5469,655,47,132110,1146,11317,11855, ,3,4,5,132110,8,123,124
2023-08-21,5469,995,0,132110,760,11552,11317, ,3,1,0,132110,23,145,123
2023-08-22,5469,965,0,132110,826,11691,11552, ,4,1,0,132110,2,146,145
2023-08-23,5469,513,0,132110,405,11799,11691, ,6,1,0,132110,4,149,146
2023-08-24,5469,694,0,132110,1063,11430,11799, ,3,12,0,132110,11,148,149
2023-08-25,5469,225,0,132110,863,10792,11430, ,0,1,0,132110,2,149,148
