date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,MarginPurchaseTodayBalance_delta,ShortSaleTodayBalance_delta
2023-07-17,1313,1355,60,339225,403,6460,5568, ,60,0,0,339225,9,110,101,892,9
2023-07-18,1313,3258,10,339225,1800,7908,6460, ,163,1,0,339225,95,204,110,1448,94
2023-07-19,1313,1083,0,339225,1508,7483,7908, ,0,64,0,339225,5,145,204,-425,-59
2023-07-20,1313,514,0,339225,770,7227,7483, ,0,4,0,339225,32,173,145,-256,28
2023-07-21,1313,239,0,339225,443,7023,7227, ,0,18,0,339225,29,184,173,-204,11
2023-07-24,1313,377,0,339225,533,6867,7023, ,0,19,0,339225,12,177,184,-156,-7
2023-07-25,1313,68,1,339225,366,6568,6867, ,5,6,0,339225,3,174,177,-299,-3
2023-07-26,1313,1114,1,339225,445,7236,6568, ,13,28,0,339225,114,260,174,668,86
2023-07-27,1313,1297,0,339225,1065,7468,7236, ,5,17,0,339225,50,293,260,232,33
2023-07-28,1313,485,0,339225,780,7173,7468, ,1,106,0,339225,2,189,293,-295,-104
2023-07-31,1313,313,0,339225,516,6970,7173, ,0,0,0,339225,25,214,189,-203,25
2023-08-01,1313,913,0,339225,817,7066,6970, ,52,0,0,339225,34,248,214,96,34
2023-08-02,1313,868,0,339225,555,7379,7066, ,1,15,0,339225,43,276,248,313,28
2023-08-04,1313,142,0,339225,258,7263,7379, ,5,46,0,339225,10,240,276,-116,-36
2023-08-07,1313,247,12,339225,447,7051,7263, ,0,62,0,339225,0,178,240,-212,-62
2023-08-08,1313,81,0,339225,194,6938,7051, ,33,13,0,339225,5,170,178,-113,-8
2023-08-09,1313,82,35,339225,137,6848,6938, ,0,30,0,339225,0,140,170,-90,-30
2023-08-10,1313,276,15,339225,460,6649,6848, ,0,0,0,339225,3,143,140,-199,3
2023-08-11,1313,102,2,339225,111,6638,6649, ,0,0,0,339225,1,144,143,-11,1
2023-08-14,1313,347,1,339270,580,6404,6638, ,0,6,0,339270,5,143,144,-234,-1
2023-08-15,1313,50,0,339270,59,6395,6404, ,0,21,0,339270,0,122,143,-9,-21
2023-08-16,1313,140,0,339270,165,6370,6395, ,0,4,0,339270,2,120,122,-25,-2
2023-08-17,1313,17,5,339270,99,6283,6370, ,9,4,0,339270,0,116,120,-87,-4
2023-08-18,1313,133,2,339270,82,6332,6283, ,9,0,0,339270,1,117,116,49,1
2023-08-21,1313,120,0,339270,370,6082,6332, ,0,0,0,339270,10,127,117,-250,10
2023-08-22,1313,16,1,339270,104,5993,6082, ,0,0,0,339270,3,130,127,-89,3
2023-08-23,1313,55,0,339270,115,5933,5993, ,0,1,0,339270,0,129,130,-60,-1
2023-08-24,1313,16,0,339270,72,5877,5933, ,0,1,0,339270,1,129,129,-56,0
2023-08-25,1313,122,0,339270,121,5878,5877, ,1,0,0,339270,2,131,129,1,2
2023-08-28,1313,93,8,339270,322,5641,5878, ,1,2,0,339270,10,139,131,-237,8
2023-08-29,1313,66,0,339270,32,5675,5641, ,0,1,0,339270,0,138,139,34,-1
2023-08-30,1313,8,0,339270,5,5678,5675, ,0,0,0,339270,0,138,138,3,0
2023-08-31,1313,72,0,339270,101,5649,5678, ,0,2,0,339270,0,136,138,-29,-2
2023-09-01,1313,44,0,339270,88,5605,5649, ,1,0,0,339270,0,136,136,-44,0
2023-09-04,1313,294,0,339270,280,5619,5605, ,1,0,0,339270,2,138,136,14,2
2023-09-05,1313,271,3,339270,263,5624,5619, ,6,0,0,339270,0,138,138,5,0
2023-09-06,1313,80,0,339270,145,5559,5624, ,2,2,0,339270,0,136,138,-65,-2
2023-09-07,1313,61,4,339270,39,5577,5559, ,1,0,0,339270,0,136,136,18,0
2023-09-08,1313,226,9,339270,93,5701,5577, ,12,0,0,339270,0,136,136,124,0
2023-09-11,1313,131,11,339270,67,5754,5701, ,0,0,0,339270,0,136,136,53,0
2023-09-12,1313,27,0,339270,67,5714,5754, ,1,0,0,339270,0,136,136,-40,0
2023-09-13,1313,270,0,339270,114,5870,5714, ,1,0,0,339270,0,136,136,156,0
2023-09-14,1313,191,0,340590,18,6043,5870, ,0,0,0,340590,0,136,136,173,0
2023-09-15,1313,155,0,340590,96,6102,6043, ,1,1,0,340590,0,135,136,59,-1
2023-09-18,1313,28,0,340590,62,6068,6102, ,0,0,0,340590,1,136,135,-34,1
2023-09-19,1313,121,0,340590,156,6033,6068, ,0,0,0,340590,0,136,136,-35,0
2023-09-20,1313,59,0,340590,55,6037,6033, ,0,0,0,340590,0,136,136,4,0
2023-09-21,1313,60,0,340590,120,5977,6037, ,0,1,0,340590,3,138,136,-60,2
2023-09-22,1313,17,1,340590,76,5917,5977, ,0,1,0,340590,0,137,138,-60,-1
2023-09-25,1313,14,10,340590,67,5854,5917, ,1,0,0,340590,0,137,137,-63,0
2023-09-26,1313,71,1,340590,35,5889,5854, ,0,0,0,340590,0,137,137,35,0
2023-09-27,1313,36,1,340590,180,5744,5889, ,0,0,0,340590,0,137,137,-145,0
2023-09-28,1313,14,0,340590,74,5684,5744, ,0,0,0,340590,0,137,137,-60,0
2023-10-02,1313,12,5,340590,9,5682,5684, ,0,0,0,340590,0,137,137,-2,0
2023-10-03,1313,37,0,340590,57,5662,5682, ,0,0,0,340590,0,137,137,-20,0
2023-10-04,1313,133,0,340590,41,5754,5662, ,0,1,0,340590,1,137,137,92,0
2023-10-05,1313,22,0,340590,21,5755,5754, ,0,0,0,340590,0,137,137,1,0
2023-10-06,1313,15,1,340590,12,5757,5755, ,0,1,0,340590,0,136,137,2,-1
2023-10-11,1313,77,0,340590,124,5710,5757, ,0,0,0,340590,0,136,136,-47,0
2023-10-12,1313,28,5,340590,84,5649,5710, ,0,0,0,340590,0,136,136,-61,0
2023-10-13,1313,28,0,340894,3,5674,5649, ,0,0,0,340894,0,136,136,25,0
2023-10-16,1313,126,5,340894,19,5776,5674, ,0,0,0,340894,1,137,136,102,1
2023-10-17,1313,72,0,340894,7,5841,5776, ,0,1,0,340894,0,136,137,65,-1
2023-10-18,1313,102,0,340894,23,5920,5841, ,0,0,0,340894,0,136,136,79,0
2023-10-19,1313,30,0,340894,23,5927,5920, ,0,0,0,340894,1,137,136,7,1
2023-10-20,1313,38,0,340894,115,5850,5927, ,1,11,0,340894,1,127,137,-77,-10
2023-10-23,1313,32,2,340894,35,5845,5850, ,0,0,0,340894,3,130,127,-5,3
2023-10-24,1313,16,0,340894,23,5838,5845, ,0,0,0,340894,0,130,130,-7,0
2023-10-25,1313,22,0,340894,19,5841,5838, ,0,1,0,340894,0,129,130,3,-1
2023-10-26,1313,34,0,340894,144,5731,5841, ,0,0,0,340894,0,129,129,-110,0
2023-10-27,1313,27,0,340894,79,5679,5731, ,1,0,0,340894,0,129,129,-52,0
2023-10-30,1313,47,0,340894,19,5707,5679, ,0,0,0,340894,0,129,129,28,0
2023-10-31,1313,40,0,340894,25,5722,5707, ,0,0,0,340894,0,129,129,15,0
2023-11-01,1313,19,0,340894,12,5729,5722, ,1,0,0,340894,0,129,129,7,0
2023-11-02,1313,18,0,340894,12,5735,5729, ,0,0,0,340894,0,129,129,6,0
2023-11-03,1313,24,0,340894,112,5647,5735, ,0,0,0,340894,0,129,129,-88,0
2023-11-06,1313,55,0,340894,13,5689,5647, ,0,0,0,340894,0,129,129,42,0
2023-11-07,1313,53,0,340894,26,5716,5689, ,0,0,0,340894,0,129,129,27,0
2023-11-08,1313,11,0,340894,78,5649,5716, ,1,0,0,340894,0,129,129,-67,0
2023-11-09,1313,202,0,340894,178,5673,5649, ,0,0,0,340894,0,129,129,24,0
2023-11-10,1313,185,0,340894,322,5536,5673, ,0,0,0,340894,1,130,129,-137,1
2023-11-13,1313,40,54,340894,67,5455,5536, ,2,0,0,340894,0,130,130,-81,0
2023-11-14,1313,174,4,341016,160,5465,5455, ,3,0,0,341016,3,133,130,10,3
2023-11-15,1313,146,0,341016,367,5244,5465, ,0,0,0,341016,2,135,133,-221,2
2023-11-16,1313,55,0,341016,311,4988,5244, ,5,0,0,341016,2,137,135,-256,2
2023-11-17,1313,32,0,341016,263,4757,4988, ,0,1,0,341016,0,136,137,-231,-1
2023-11-20,1313,72,0,341016,210,4619,4757, ,0,5,0,341016,0,131,136,-138,-5
2023-11-21,1313,51,0,341016,84,4586,4619, ,0,0,0,341016,0,131,131,-33,0
2023-11-22,1313,68,0,341016,19,4635,4586, ,0,0,0,341016,0,131,131,49,0
2023-11-23,1313,141,0,341016,18,4758,4635, ,14,0,0,341016,0,131,131,123,0
2023-11-24,1313,167,0,341016,45,4880,4758, ,1,0,0,341016,2,133,131,122,2
2023-11-27,1313,98,0,341016,17,4961,4880, ,0,0,0,341016,0,133,133,81,0
2023-11-28,1313,28,0,341016,11,4978,4961, ,1,0,0,341016,0,133,133,17,0
2023-11-29,1313,212,0,341016,8,5182,4978, ,0,1,0,341016,0,132,133,204,-1
2023-11-30,1313,101,0,341016,13,5270,5182, ,0,0,0,341016,0,132,132,88,0
2023-12-01,1313,22,0,341016,37,5255,5270, ,0,0,0,341016,0,132,132,-15,0
2023-12-04,1313,126,0,341016,30,5351,5255, ,0,0,0,341016,0,132,132,96,0
2023-12-05,1313,174,1,341016,64,5460,5351, ,5,0,0,341016,0,132,132,109,0
2023-12-06,1313,191,0,341016,85,5566,5460, ,0,1,0,341016,0,131,132,106,-1
2023-12-07,1313,89,1,341016,188,5466,5566, ,0,0,0,341016,0,131,131,-100,0
2023-12-08,1313,165,1,341016,103,5527,5466, ,0,1,0,341016,20,150,131,61,19
2023-12-11,1313,132,0,341016,145,5514,5527, ,0,0,0,341016,0,150,150,-13,0
2023-12-12,1313,102,38,341016,149,5429,5514, ,0,1,0,341016,0,149,150,-85,-1
2023-12-13,1313,10,9,341016,11,5419,5429, ,0,0,0,341016,0,149,149,-10,0
2023-12-14,1313,9,0,341129,70,5358,5419, ,0,0,0,341129,0,149,149,-61,0
2023-12-15,1313,76,2,341129,126,5306,5358, ,0,0,0,341129,1,150,149,-52,1
2023-12-18,1313,43,0,341129,51,5298,5306, ,0,0,0,341129,0,150,150,-8,0
2023-12-19,1313,77,0,341129,48,5327,5298, ,0,1,0,341129,0,149,150,29,-1
2023-12-20,1313,21,0,341129,2,5346,5327, ,10,0,0,341129,0,149,149,19,0
2023-12-21,1313,33,0,341129,73,5306,5346, ,0,20,0,341129,1,130,149,-40,-19
2023-12-22,1313,146,0,341129,186,5266,5306, ,0,4,0,341129,7,133,130,-40,3
2023-12-25,1313,90,0,341129,36,5320,5266, ,0,3,0,341129,11,141,133,54,8
2023-12-26,1313,90,0,341129,53,5357,5320, ,0,4,0,341129,4,141,141,37,0
2023-12-27,1313,128,4,341129,16,5465,5357, ,0,0,0,341129,0,141,141,108,0
2023-12-28,1313,50,0,341129,43,5472,5465, ,0,2,0,341129,0,139,141,7,-2
2023-12-29,1313,34,0,341129,1,5505,5472, ,0,0,0,341129,1,140,139,33,1
2024-01-02,1313,113,0,341129,17,5601,5505, ,0,0,0,341129,0,140,140,96,0
2024-01-03,1313,86,0,341129,82,5605,5601, ,0,0,0,341129,0,140,140,4,0
2024-01-04,1313,4,0,341129,67,5542,5605, ,0,1,0,341129,0,139,140,-63,-1
2024-01-05,1313,18,0,341129,15,5545,5542, ,0,0,0,341129,0,139,139,3,0
2024-01-08,1313,86,0,341129,10,5621,5545, ,0,0,0,341129,0,139,139,76,0
2024-01-09,1313,47,0,341129,98,5570,5621, ,0,1,0,341129,0,138,139,-51,-1
2024-01-10,1313,48,0,341129,40,5578,5570, ,0,0,0,341129,0,138,138,8,0
2024-01-11,1313,37,0,341129,23,5592,5578, ,0,0,0,341129,0,138,138,14,0
2024-01-12,1313,27,0,341239,35,5584,5592, ,0,0,0,341239,0,138,138,-8,0
2024-01-15,1313,82,0,341239,23,5643,5584, ,0,0,0,341239,0,138,138,59,0
2024-01-16,1313,61,0,341239,51,5653,5643, ,1,1,0,341239,3,140,138,10,2
2024-01-17,1313,117,70,341239,33,5667,5653, ,1,0,0,341239,2,142,140,14,2
2024-01-18,1313,7,0,341239,7,5667,5667, ,0,3,0,341239,1,140,142,0,-2
2024-01-19,1313,37,0,341239,7,5697,5667, ,0,0,0,341239,3,143,140,30,3
2024-01-22,1313,48,2,341239,30,5713,5697, ,0,0,0,341239,0,143,143,16,0
2024-01-23,1313,18,0,341239,14,5717,5713, ,0,0,0,341239,0,143,143,4,0
2024-01-24,1313,51,0,341239,31,5737,5717, ,0,11,0,341239,0,132,143,20,-11
2024-01-25,1313,10,0,341239,34,5713,5737, ,0,2,0,341239,0,130,132,-24,-2
2024-01-26,1313,204,1,341239,100,5816,5713, ,0,0,0,341239,0,130,130,103,0
2024-01-29,1313,210,0,341239,116,5910,5816, ,2,0,0,341239,7,137,130,94,7
2024-01-30,1313,120,0,341239,39,5991,5910, ,0,0,0,341239,6,143,137,81,6
2024-01-31,1313,33,0,341239,54,5970,5991, ,2,1,0,341239,1,143,143,-21,0
2024-02-01,1313,106,2,341239,19,6055,5970, ,0,6,0,341239,4,141,143,85,-2
2024-02-02,1313,102,48,341239,41,6068,6055, ,0,0,0,341239,0,141,141,13,0
2024-02-05,1313,16,30,341239,124,5930,6068, ,0,4,0,341239,0,137,141,-138,-4
2024-02-15,1313,48,14,341380,45,5919,5930, ,0,0,0,341380,4,141,137,-11,4
2024-02-16,1313,56,0,341380,49,5926,5919, ,0,1,0,341380,1,141,141,7,0
2024-02-19,1313,46,0,341380,71,5901,5926, ,0,0,0,341380,13,154,141,-25,13
2024-02-20,1313,50,0,341380,58,5893,5901, ,0,0,0,341380,3,157,154,-8,3
2024-02-21,1313,91,0,341380,6,5978,5893, ,0,0,0,341380,0,157,157,85,0
2024-02-22,1313,157,0,341380,15,6120,5978, ,0,1,0,341380,0,156,157,142,-1
2024-02-23,1313,53,0,341380,21,6152,6120, ,0,2,0,341380,0,154,156,32,-2
2024-02-26,1313,197,0,341380,12,6337,6152, ,0,0,0,341380,0,154,154,185,0
2024-02-27,1313,71,0,341380,22,6386,6337, ,0,4,0,341380,0,150,154,49,-4
2024-02-29,1313,64,0,341380,83,6367,6386, ,0,0,0,341380,0,150,150,-19,0
2024-03-01,1313,16,0,341380,7,6376,6367, ,0,10,0,341380,1,141,150,9,-9
2024-03-04,1313,88,0,341380,28,6436,6376, ,0,0,0,341380,1,142,141,60,1
2024-03-05,1313,52,0,341380,6,6482,6436, ,0,1,0,341380,4,145,142,46,3
2024-03-06,1313,59,0,341380,18,6523,6482, ,0,0,0,341380,1,146,145,41,1
2024-03-07,1313,114,0,341380,41,6596,6523, ,0,15,0,341380,0,131,146,73,-15
2024-03-08,1313,460,2,341380,346,6708,6596, ,0,4,12,341380,1,116,131,112,-15
2024-03-11,1313,15,0,341380,23,6700,6708, ,0,1,0,341380,7,122,116,-8,6
2024-03-12,1313,12,44,341380,56,6612,6700, ,0,7,0,341380,0,115,122,-88,-7
2024-03-13,1313,61,0,341380,76,6597,6612, ,0,0,0,341380,0,115,115,-15,0
2024-03-14,1313,144,0,341511,12,6729,6597, ,0,0,0,341511,0,115,115,132,0
2024-03-15,1313,227,0,341511,108,6848,6729,X ,0,20,0,341511,1,96,115,119,-19
2024-03-18,1313,64,5,341511,85,6822,6848,X ,0,96,0,341511,0,0,96,-26,-96
2024-03-19,1313,278,0,341511,16,7084,6822,X ,0,0,0,341511,0,0,0,262,0
2024-03-20,1313,288,1,341511,80,7291,7084,X ,0,0,0,341511,0,0,0,207,0
2024-03-21,1313,550,0,341511,129,7712,7291, ,0,0,0,341511,0,0,0,421,0
2024-03-22,1313,94,10,341511,24,7772,7712, ,1,0,0,341511,2,2,0,60,2
2024-03-25,1313,134,0,341511,275,7631,7772, ,18,1,0,341511,2,3,2,-141,1
2024-03-26,1313,80,1,341511,46,7664,7631, ,0,0,0,341511,20,23,3,33,20
2024-03-27,1313,12,0,341511,125,7551,7664, ,1,2,0,341511,5,26,23,-113,3
2024-03-28,1313,333,0,341511,21,7863,7551, ,2,0,0,341511,5,31,26,312,5
2024-03-29,1313,14,0,341511,8,7869,7863, ,0,0,0,341511,0,31,31,6,0
2024-04-01,1313,101,0,341511,178,7792,7869, ,0,0,0,341511,6,37,31,-77,6
2024-04-02,1313,169,0,341511,41,7920,7792, ,0,0,0,341511,5,42,37,128,5
2024-04-03,1313,65,0,341511,36,7949,7920, ,1,1,0,341511,0,41,42,29,-1
2024-04-08,1313,28,50,341511,16,7911,7949, ,1,0,0,341511,0,41,41,-38,0
2024-04-09,1313,171,0,341511,542,7540,7911, ,1,0,0,341511,46,87,41,-371,46
2024-04-10,1313,167,1,341511,299,7407,7540, ,0,0,0,341511,17,104,87,-133,17
2024-04-11,1313,82,0,341511,631,6858,7407, ,0,0,0,341511,0,104,104,-549,0
2024-04-12,1313,21,0,341555,15,6864,6858, ,0,0,0,341555,0,104,104,6,0
2024-04-15,1313,170,0,341555,87,6947,6864, ,1,0,0,341555,5,109,104,83,5
2024-04-16,1313,320,3,341555,70,7194,6947, ,1,0,0,341555,5,114,109,247,5
2024-04-17,1313,92,0,341555,104,7182,7194, ,0,3,0,341555,0,111,114,-12,-3
2024-04-18,1313,7,0,341555,15,7174,7182, ,18,4,0,341555,0,107,111,-8,-4
2024-04-19,1313,85,0,341555,123,7136,7174, ,0,0,0,341555,0,107,107,-38,0
2024-04-22,1313,31,0,341555,102,7065,7136, ,0,0,0,341555,0,107,107,-71,0
2024-04-23,1313,31,0,341555,25,7071,7065, ,0,0,0,341555,0,107,107,6,0
2024-04-24,1313,52,0,341555,27,7096,7071, ,0,0,0,341555,0,107,107,25,0
2024-04-25,1313,41,0,341555,10,7127,7096, ,0,13,0,341555,1,95,107,31,-12
2024-04-26,1313,55,0,341555,18,7164,7127, ,0,1,0,341555,0,94,95,37,-1
2024-04-29,1313,460,0,341555,233,7391,7164, ,3,0,0,341555,25,119,94,227,25
2024-04-30,1313,370,0,341555,156,7605,7391, ,3,0,0,341555,0,119,119,214,0
2024-05-02,1313,110,0,341555,76,7639,7605, ,0,0,0,341555,6,125,119,34,6
2024-05-03,1313,94,1,341555,221,7511,7639, ,0,0,0,341555,0,125,125,-128,0
2024-05-06,1313,12,0,341555,113,7410,7511, ,0,40,0,341555,0,85,125,-101,-40
2024-05-07,1313,149,0,341555,44,7515,7410, ,0,0,0,341555,30,115,85,105,30
2024-05-08,1313,23,0,341555,241,7297,7515, ,0,0,0,341555,10,125,115,-218,10
2024-05-09,1313,89,0,341555,80,7306,7297, ,1,40,0,341555,2,87,125,9,-38
2024-05-10,1313,37,0,341555,48,7295,7306, ,0,0,0,341555,2,89,87,-11,2
2024-05-13,1313,98,11,341555,36,7346,7295, ,0,3,0,341555,0,86,89,51,-3
2024-05-14,1313,57,0,341555,61,7342,7346, ,0,1,0,341555,0,85,86,-4,-1
2024-05-15,1313,153,0,341555,65,7430,7342, ,1,0,0,341555,0,85,85,88,0
2024-05-16,1313,176,0,341555,89,7517,7430, ,0,0,0,341555,0,85,85,87,0
2024-05-17,1313,14,5,341555,31,7495,7517, ,1,0,0,341555,0,85,85,-22,0
2024-05-20,1313,137,0,341555,31,7601,7495, ,1,0,0,341555,0,85,85,106,0
2024-05-21,1313,457,0,341555,5,8053,7601, ,1,4,0,341555,1,82,85,452,-3
2024-05-22,1313,73,0,341555,12,8114,8053, ,0,0,0,341555,0,82,82,61,0
2024-05-23,1313,34,0,341555,6,8142,8114, ,1,0,0,341555,10,92,82,28,10
2024-05-24,1313,80,27,341555,20,8175,8142, ,0,1,0,341555,0,91,92,33,-1
2024-05-27,1313,121,2,341555,6,8288,8175, ,2,0,0,341555,0,91,91,113,0
2024-05-28,1313,62,0,341555,36,8314,8288, ,1,0,0,341555,4,95,91,26,4
2024-05-29,1313,174,0,341555,144,8344,8314, ,0,14,0,341555,2,83,95,30,-12
2024-05-30,1313,92,0,341555,4,8432,8344, ,0,0,0,341555,0,83,83,88,0
2024-05-31,1313,25,0,341555,28,8429,8432, ,0,0,0,341555,0,83,83,-3,0
2024-06-03,1313,83,0,341555,12,8500,8429, ,0,1,0,341555,96,178,83,71,95
2024-06-04,1313,300,5,341555,168,8627,8500, ,0,40,0,341555,5,143,178,127,-35
2024-06-05,1313,223,2,341555,16,8832,8627, ,0,52,0,341555,3,94,143,205,-49
2024-06-06,1313,172,0,341555,59,8945,8832, ,0,1,0,341555,5,98,94,113,4
2024-06-07,1313,89,0,341555,85,8949,8945, ,1,6,0,341555,6,98,98,4,0
2024-06-11,1313,39,0,341555,66,8922,8949, ,0,8,0,341555,0,90,98,-27,-8
2024-06-12,1313,49,0,341555,4,8967,8922, ,0,0,0,341555,1,91,90,45,1
2024-06-13,1313,77,0,341555,13,9031,8967, ,0,0,0,341555,5,96,91,64,5
2024-06-14,1313,90,0,341745,9,9112,9031, ,0,1,0,341745,0,95,96,81,-1
2024-06-17,1313,19,4,341745,88,9039,9112, ,0,1,0,341745,0,94,95,-73,-1
2024-06-18,1313,58,0,341745,11,9086,9039, ,0,0,0,341745,0,94,94,47,0
2024-06-19,1313,71,2,341745,55,9100,9086, ,0,10,0,341745,0,84,94,14,-10
2024-06-20,1313,42,0,341745,15,9127,9100, ,0,0,0,341745,0,84,84,27,0
2024-06-21,1313,126,0,341745,127,9126,9127, ,3,0,0,341745,0,84,84,-1,0
2024-06-24,1313,209,1,341745,43,9291,9126, ,0,0,0,341745,1,85,84,165,1
2024-06-25,1313,62,0,341745,206,9147,9291, ,0,0,0,341745,0,85,85,-144,0
2024-06-26,1313,73,0,341745,17,9203,9147, ,0,0,0,341745,1,86,85,56,1
2024-06-27,1313,116,0,341745,135,9184,9203, ,0,1,0,341745,2,87,86,-19,1
2024-06-28,1313,76,0,341745,67,9193,9184, ,0,0,0,341745,0,87,87,9,0
2024-07-01,1313,23,0,341745,14,9202,9193, ,0,1,0,341745,1,87,87,9,0
2024-07-02,1313,58,0,341745,21,9239,9202, ,0,0,0,341745,1,88,87,37,1
2024-07-03,1313,175,0,341745,463,8951,9239, ,0,0,0,341745,0,88,88,-288,0
2024-07-04,1313,44,0,341745,221,8774,8951, ,0,3,0,341745,1,86,88,-177,-2
2024-07-05,1313,144,0,341745,50,8868,8774, ,10,0,0,341745,5,91,86,94,5
2024-07-08,1313,189,0,341745,61,8996,8868, ,0,0,1,341745,0,90,91,128,-1
2024-07-09,1313,108,0,341745,15,9089,8996, ,0,5,0,341745,0,85,90,93,-5
2024-07-10,1313,47,0,341745,13,9123,9089, ,0,0,0,341745,1,86,85,34,1
2024-07-11,1313,134,7,341745,75,9175,9123, ,0,2,0,341745,1,85,86,52,-1
2024-07-12,1313,267,0,341853,315,9127,9175, ,2,1,0,341853,0,84,85,-48,-1
2024-07-15,1313,149,0,341853,20,9256,9127, ,0,0,0,341853,0,84,84,129,0
2024-07-16,1313,113,0,341853,2,9367,9256, ,0,1,0,341853,0,83,84,111,-1
2024-07-17,1313,153,10,341853,305,9205,9367, ,1,0,0,341853,2,85,83,-162,2
2024-07-18,1313,167,0,341853,682,8690,9205, ,1,0,0,341853,3,88,85,-515,3
2024-07-19,1313,146,0,341853,156,8680,8690, ,0,4,0,341853,0,84,88,-10,-4
2024-07-22,1313,99,0,341853,52,8727,8680, ,0,0,0,341853,0,84,84,47,0
2024-07-23,1313,27,0,341853,81,8673,8727, ,0,0,0,341853,0,84,84,-54,0
2024-07-26,1313,88,0,341853,163,8598,8673, ,0,0,0,341853,0,84,84,-75,0
2024-07-29,1313,15,0,341853,83,8530,8598, ,4,0,0,341853,0,84,84,-68,0
2024-07-30,1313,25,0,341853,60,8495,8530, ,10,0,0,341853,0,84,84,-35,0
2024-07-31,1313,15,0,341853,11,8499,8495, ,0,0,0,341853,2,86,84,4,2
2024-08-01,1313,33,7,341853,73,8452,8499, ,0,2,0,341853,0,84,86,-47,-2
2024-08-02,1313,43,17,341853,48,8430,8452, ,0,0,0,341853,0,84,84,-22,0
2024-08-05,1313,340,0,341853,591,8179,8430, ,2,2,0,341853,5,87,84,-251,3
2024-08-06,1313,201,40,341853,307,8033,8179, ,17,3,0,341853,50,134,87,-146,47
2024-08-07,1313,259,0,341853,101,8191,8033, ,2,50,0,341853,1,85,134,158,-49
2024-08-08,1313,25,0,341853,71,8145,8191, ,1,1,0,341853,1,85,85,-46,0
2024-08-09,1313,76,12,341853,47,8162,8145, ,6,0,0,341853,0,85,85,17,0
2024-08-12,1313,46,0,341853,113,8095,8162, ,0,0,0,341853,2,87,85,-67,2
2024-08-13,1313,53,0,341853,31,8117,8095, ,0,0,0,341853,0,87,87,22,0
2024-08-14,1313,252,0,341900,195,8174,8117, ,0,2,0,341900,0,85,87,57,-2
2024-08-15,1313,19,0,341900,106,8087,8174, ,2,0,0,341900,0,85,85,-87,0
2024-08-16,1313,55,0,341900,194,7948,8087, ,0,3,0,341900,1,83,85,-139,-2
2024-08-19,1313,10,0,341900,50,7908,7948, ,0,0,0,341900,0,83,83,-40,0
2024-08-20,1313,26,2,341900,3,7929,7908, ,0,1,0,341900,0,82,83,21,-1
2024-08-21,1313,12,0,341900,14,7927,7929, ,0,0,0,341900,0,82,82,-2,0
2024-08-22,1313,21,0,341900,18,7930,7927, ,0,0,0,341900,0,82,82,3,0
2024-08-23,1313,12,0,341900,10,7932,7930, ,0,0,0,341900,0,82,82,2,0
2024-08-26,1313,63,0,341900,10,7985,7932, ,0,0,0,341900,10,92,82,53,10
2024-08-27,1313,23,0,341900,51,7957,7985, ,0,0,0,341900,0,92,92,-28,0
2024-08-28,1313,4,0,341900,2,7959,7957, ,0,0,0,341900,1,93,92,2,1
2024-08-29,1313,8,5,341900,381,7581,7959, ,0,0,0,341900,0,93,93,-378,0
2024-08-30,1313,4,5,341900,89,7491,7581, ,0,0,0,341900,1,94,93,-90,1
2024-09-02,1313,12,0,341900,7,7496,7491, ,0,1,0,341900,10,103,94,5,9
2024-09-03,1313,8,0,341900,9,7495,7496, ,1,0,0,341900,0,103,103,-1,0
2024-09-04,1313,186,0,341900,186,7495,7495, ,0,10,0,341900,103,196,103,0,93
2024-09-05,1313,103,0,341900,74,7524,7495, ,1,2,0,341900,0,194,196,29,-2
2024-09-06,1313,14,13,341900,36,7489,7524, ,0,1,0,341900,0,193,194,-35,-1
2024-09-09,1313,51,137,341900,95,7308,7489, ,4,11,0,341900,0,182,193,-181,-11
2024-09-10,1313,7,0,341900,10,7305,7308, ,5,0,0,341900,0,182,182,-3,0
2024-09-11,1313,15,0,341900,20,7300,7305, ,0,0,0,341900,0,182,182,-5,0
2024-09-12,1313,11,1,341900,11,7299,7300, ,0,0,0,341900,0,182,182,-1,0
2024-09-13,1313,12,0,341920,112,7199,7299, ,1,100,0,341920,0,82,182,-100,-100
2024-09-16,1313,55,0,341920,148,7106,7199, ,1,0,0,341920,6,88,82,-93,6
2024-09-18,1313,52,0,341920,14,7144,7106, ,0,5,0,341920,0,83,88,38,-5
2024-09-19,1313,31,0,341920,46,7129,7144, ,2,1,0,341920,0,82,83,-15,-1
2024-09-20,1313,20,0,341920,24,7125,7129, ,5,0,0,341920,0,82,82,-4,0
2024-09-23,1313,8,0,341920,47,7086,7125, ,1,0,0,341920,1,83,82,-39,1
2024-09-24,1313,42,61,341920,11,7056,7086, ,0,0,0,341920,0,83,83,-30,0
2024-09-25,1313,57,0,341920,79,7034,7056, ,0,0,0,341920,1,84,83,-22,1
2024-09-26,1313,5,0,341920,71,6968,7034, ,0,0,0,341920,14,98,84,-66,14
