stock_id,stock_name,industry_category,type,date
8422,可寧衛,綠能環保,twse,2025-09-24
8423,保綠-KY,綠能環保類,tpex,2025-09-24
8424,惠普,建材營造,tpex,2025-09-24
8426,紅木-KY,其他,tpex,2025-09-24
8427,基勝-KY,其他,twse,2025-09-24
8429,金麗-KY,貿易百貨,twse,2025-09-24
8431,匯鑽科,其他電子類,tpex,2025-09-24
8432,東生華,生技醫療業,tpex,2025-09-24
8433,弘帆,居家生活類,tpex,2025-09-24
8435,鉅邁,其他,tpex,2025-09-24
8436,大江,生技醫療業,tpex,2025-09-24
8437,大地-KY,其他,tpex,2025-09-24
8438,昶昕,綠能環保,twse,2025-09-24
8440,綠電,綠能環保類,tpex,2025-09-24
8442,威宏-KY,其他,twse,2025-09-24
8443,阿瘦,貿易百貨,twse,2025-09-24
8444,綠河-KY,其他,tpex,2025-09-24
8446,華研,文化創意業,tpex,2025-09-24
8450,霹靂,文化創意業,tpex,2025-09-24
8454,富邦媒,數位雲端,twse,2025-09-24
8455,大拓-KY,其他電子類,tpex,2025-09-24
8458,影一,文化創意業,emerging,2025-09-24
8462,柏文,運動休閒,twse,2025-09-24
8463,潤泰材,其他,twse,2025-09-24
8464,億豐,居家生活,twse,2025-09-24
8466,美吉吉-KY,其他,twse,2025-09-24
8467,波力-KY,運動休閒,twse,2025-09-24
8472,夠麻吉,數位雲端類,tpex,2025-09-24
8473,山林水,綠能環保,twse,2025-09-24
8476,台境*,綠能環保,twse,2025-09-24
8477,創業家,數位雲端類,tpex,2025-09-24
8478,東哥遊艇,運動休閒,twse,2025-09-24
8480,泰昇-KY,其他,twse,2025-09-24
8481,政伸,其他,twse,2025-09-24
8482,商億-KY,居家生活,twse,2025-09-24
8487,愛爾達-創,數位雲端,twse,2025-09-24
8488,吉源-KY,其他,twse,2025-09-24
8489,三貝德,其他,tpex,2025-09-24
8497,格威傳媒,其他,twse,2024-12-04
8499,鼎炫-KY,其他電子業,twse,2025-09-24
8905,裕國,其他,tpex,2025-09-24
8906,花王,其他,tpex,2025-09-24
8908,欣雄,油電燃氣業,tpex,2025-09-24
8916,光隆,其他,tpex,2025-09-24
8916A,光隆甲特,其他,tpex,2023-07-21
8917,欣泰,油電燃氣業,tpex,2025-09-24
8921,沈氏,其他,tpex,2025-09-24
8923,時報,文化創意業,tpex,2025-09-24
8924,大田,運動休閒類,tpex,2025-09-24
8926,台汽電,油電燃氣業,twse,2025-09-24
8927,北基,油電燃氣業,tpex,2025-09-24
8928,鉅明,運動休閒類,tpex,2025-09-24
8929,富堡,其他,tpex,2025-09-24
8930,青鋼,鋼鐵工業,tpex,2025-09-24
8931,大汽電,油電燃氣業,tpex,2025-09-24
8932,智通*,其他,tpex,2025-09-24
8933,愛地雅,運動休閒類,tpex,2025-09-24
8935,邦泰,其他,tpex,2025-09-24
8936,國統,其他,tpex,2025-09-24
8937,合騏,其他,tpex,2025-09-24
8938,明安,運動休閒類,tpex,2025-09-24
8940,新天地,觀光餐旅,twse,2025-09-24
8941,關中,居家生活類,tpex,2025-09-24
8942,森鉅,其他,tpex,2025-09-24
8996,高力,電機機械,twse,2025-09-24
8999,台灣積層,其他,emerging,2025-09-24
910069,新曄,存託憑證,twse,2024-12-04
9101,福雷電,存託憑證,twse,2024-12-04
9102,東亞科,存託憑證,twse,2024-12-04
9103,美德醫療-DR,存託憑證,twse,2024-12-04
910322,康師傅-DR,存託憑證,twse,2024-12-04
9104,萬宇科,存託憑證,twse,2024-12-04
910482,聖馬丁-DR,存託憑證,twse,2024-12-04
9105,泰金寶-DR,存託憑證,twse,2024-12-04
910579,歐聖,存託憑證,twse,2024-12-04
9106,新焦點-DR,存託憑證,twse,2024-12-04
910708,恒大健-DR,存託憑證,twse,2024-12-04
910801,金衛-DR,存託憑證,twse,2024-12-04
910861,神州-DR,存託憑證,twse,2024-12-04
910948,融達,存託憑證,twse,2024-12-04
9110,越南控-DR,存託憑證,twse,2024-12-04
911201,僑威控,存託憑證,twse,2024-12-04
911602,華豐泰,存託憑證,twse,2024-12-04
911606,超級,存託憑證,twse,2024-12-04
911608,明輝-DR,存託憑證,twse,2024-12-04
911609,揚子江,存託憑證,twse,2024-12-04
911610,聯環,存託憑證,twse,2024-12-04
911611,中泰山-DR,存託憑證,twse,2024-12-04
911612,滬安,存託憑證,twse,2024-12-04
911616,杜康-DR,存託憑證,twse,2024-12-04
911619,耀傑-DR,存託憑證,twse,2024-12-04
911622,泰聚亨-DR,存託憑證,twse,2024-12-04
911626,MSH-DR,存託憑證,twse,2024-12-04
911868,同方友友-DR,存託憑證,twse,2024-12-04
912000,晨訊科-DR,存託憑證,twse,2024-12-04
912398,友佳-DR,存託憑證,twse,2024-12-04
9136,巨騰-DR,存託憑證,twse,2024-12-04
913889,大成糖,存託憑證,twse,2024-12-04
9151,旺旺,存託憑證,twse,2024-12-04
9157,陽光能源-DR,存託憑證,twse,2024-12-04
916665,爾必達,存託憑證,twse,2024-12-04
9188,精熙-DR,存託憑證,twse,2024-12-04
9801,力霸,貿易百貨,twse,2024-12-04
9802,鈺齊-KY,運動休閒,twse,2025-09-24
9902,台火,其他,twse,2025-09-24
9904,寶成,運動休閒,twse,2025-09-24
9905,大華,其他,twse,2025-09-24
9906,欣巴巴,建材營造,twse,2025-09-24
9907,統一實,其他,twse,2025-09-24
9908,大台北,油電燃氣業,twse,2025-09-24
9910,豐泰,運動休閒,twse,2025-09-24
9911,櫻花,居家生活,twse,2025-09-24
9912,偉聯,電子工業,twse,2025-09-24
9914,美利達,運動休閒,twse,2025-09-24
9915,億豐,其他,twse,2024-12-04
9917,中保科,其他,twse,2025-09-24
9918,欣天然,油電燃氣業,twse,2025-09-24
9919,康那香,其他,twse,2025-09-24
9921,巨大,運動休閒,twse,2025-09-24
9922,優美,其他,twse,2024-12-04
9924,福興,居家生活,twse,2025-09-24
9925,新保,其他,twse,2025-09-24
9926,新海,油電燃氣業,twse,2025-09-24
9927,泰銘,其他,twse,2025-09-24
9928,中視,其他,twse,2025-09-24
9929,秋雨,其他,twse,2025-09-24
9930,中聯資源,綠能環保,twse,2025-09-24
9931,欣高,油電燃氣業,twse,2025-09-24
9933,中鼎,其他,twse,2025-09-24
9934,成霖,居家生活,twse,2025-09-24
9935,慶豐富,居家生活,twse,2025-09-24
9937,全國,油電燃氣業,twse,2025-09-24
9938,百和,其他,twse,2025-09-24
9939,宏全,其他,twse,2025-09-24
9940,信義,其他,twse,2025-09-24
9941,裕融,其他,twse,2025-09-24
9941A,裕融甲特,其他,twse,2025-09-24
9942,茂順,其他,twse,2025-09-24
9943,好樂迪,觀光餐旅,twse,2025-09-24
9944,新麗,其他,twse,2025-09-24
9945,潤泰新,其他,twse,2025-09-24
9946,三發地產,建材營造,twse,2025-09-24
9949,琉園,文化創意業,tpex,2025-09-24
9950,萬國通,塑膠工業,tpex,2025-09-24
9951,皇田,電機機械,tpex,2025-09-24
9955,佳龍,綠能環保,twse,2025-09-24
9957,燁聯,鋼鐵工業,emerging,2025-09-24
9958,世紀鋼,鋼鐵工業,twse,2025-09-24
9960,邁達康,運動休閒類,tpex,2025-09-24
9962,有益,鋼鐵工業,tpex,2025-09-24
